TOA5,CR1000_nasa,CR1000,84884,CR1000.Std.31.02,CPU:SH_site1_hill2_11092018.CR1,30628,Enviro,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
11/20/18 11:30,1726,324,1130,0.051,0.002,1.789,3.849,1.23,1.002,0.139,0.04,5.779,7.617,1.386,1.049,0.174,0.049,6.918,9.3,1.458,1.06,13.04,8.69
11/20/18 11:45,1727,324,1145,0.051,0.002,1.923,3.847,1.23,1.002,0.139,0.04,5.749,7.617,1.386,1.049,0.174,0.049,6.922,9.3,1.458,1.059,15.49,9.62
11/20/18 12:00,1728,324,1200,0.051,0.002,1.97,3.85,1.23,1.002,0.139,0.04,5.759,7.617,1.386,1.049,0.174,0.049,6.935,9.3,1.458,1.06,25.25,10.9
11/20/18 12:15,1729,324,1215,0.051,0.002,2.198,3.847,1.23,1.002,0.139,0.04,5.733,7.616,1.386,1.049,0.174,0.049,6.928,9.3,1.458,1.06,30.04,12.39
11/20/18 12:30,1730,324,1230,0.052,0.002,2.573,3.851,1.23,1.002,0.139,0.04,5.732,7.617,1.386,1.049,0.174,0.049,6.94,9.3,1.458,1.06,30.6,13.2
11/20/18 12:45,1731,324,1245,0.052,0.002,2.988,3.85,1.23,1.002,0.139,0.04,5.714,7.616,1.386,1.049,0.174,0.05,6.949,9.3,1.458,1.06,18.79,14.05
11/20/18 13:00,1732,324,1300,0.052,0.002,3.458,3.851,1.23,1.002,0.139,0.04,5.695,7.617,1.386,1.049,0.174,0.049,6.963,9.3,1.458,1.06,17.04,14.47
11/20/18 13:15,1733,324,1315,0.052,0.002,3.798,3.871,1.231,1.003,0.139,0.04,5.705,7.617,1.386,1.049,0.174,0.049,6.922,9.3,1.458,1.059,24.23,14.97
11/20/18 13:30,1734,324,1330,0.052,0.002,4.186,3.871,1.231,1.003,0.139,0.04,5.647,7.619,1.386,1.048,0.174,0.049,6.934,9.3,1.458,1.059,24.75,15.24
11/20/18 13:45,1735,324,1345,0.052,0.002,4.559,3.872,1.231,1.002,0.139,0.04,5.655,7.619,1.386,1.048,0.174,0.049,6.91,9.3,1.458,1.06,27.69,15.54
11/20/18 14:00,1736,324,1400,0.052,0.002,4.989,3.873,1.231,1.003,0.139,0.04,5.655,7.617,1.386,1.049,0.174,0.049,6.921,9.3,1.458,1.06,28.28,15.44
11/20/18 14:15,1737,324,1415,0.053,0.002,5.442,3.898,1.232,1.002,0.139,0.04,5.654,7.618,1.386,1.049,0.174,0.049,6.925,9.3,1.458,1.06,23.25,15.59
11/20/18 14:30,1738,324,1430,0.053,0.002,5.86,3.9,1.232,1.002,0.139,0.04,5.634,7.617,1.386,1.049,0.174,0.049,6.933,9.3,1.458,1.06,20.47,16.04
11/20/18 14:45,1739,324,1445,0.053,0.002,6.216,3.923,1.233,1.002,0.139,0.04,5.626,7.618,1.386,1.048,0.174,0.049,6.892,9.3,1.458,1.06,16.49,15.49
11/20/18 15:00,1740,324,1500,0.053,0.002,6.433,3.924,1.233,1.002,0.139,0.04,5.602,7.617,1.386,1.049,0.174,0.049,6.895,9.3,1.458,1.06,23.25,15.66
11/20/18 15:15,1741,324,1515,0.053,0.002,6.549,3.92,1.233,1.003,0.139,0.039,5.621,7.621,1.386,1.048,0.174,0.049,6.938,9.3,1.458,1.06,16.77,15.67
11/20/18 15:30,1742,324,1530,0.053,0.002,6.67,3.921,1.233,1.002,0.139,0.04,5.602,7.617,1.386,1.049,0.174,0.05,6.923,9.3,1.458,1.061,13.88,14.6
11/20/18 15:45,1743,324,1545,0.053,0.002,6.771,3.923,1.233,1.002,0.139,0.04,5.574,7.619,1.386,1.048,0.174,0.049,6.913,9.3,1.458,1.06,13.06,13.83
11/20/18 16:00,1744,324,1600,0.053,0.002,6.828,3.923,1.233,1.002,0.139,0.039,5.577,7.618,1.386,1.048,0.174,0.049,6.915,9.3,1.458,1.06,11.85,13.11
11/20/18 16:15,1745,324,1615,0.054,0.002,6.812,3.946,1.234,1.002,0.139,0.039,5.586,7.62,1.386,1.048,0.174,0.049,6.907,9.3,1.458,1.06,10.65,12.46
11/20/18 16:30,1746,324,1630,0.054,0.002,6.813,3.946,1.234,1.002,0.139,0.04,5.556,7.618,1.386,1.048,0.174,0.049,6.881,9.3,1.458,1.06,9.72,11.78
11/20/18 16:45,1747,324,1645,0.054,0.002,6.786,3.947,1.234,1.002,0.139,0.04,5.562,7.617,1.386,1.049,0.174,0.049,6.898,9.3,1.458,1.059,8.81,10.94
11/20/18 17:00,1748,324,1700,0.054,0.002,6.753,3.944,1.234,1.003,0.139,0.04,5.536,7.616,1.386,1.049,0.174,0.049,6.902,9.3,1.458,1.059,7.92,10.23
11/20/18 17:15,1749,324,1715,0.054,0.002,6.72,3.946,1.234,1.002,0.139,0.039,5.561,7.62,1.386,1.048,0.174,0.049,6.875,9.3,1.458,1.06,7.158,9.51
11/20/18 17:30,1750,324,1730,0.054,0.002,6.598,3.947,1.234,1.002,0.139,0.04,5.552,7.618,1.386,1.049,0.174,0.049,6.898,9.3,1.458,1.06,5.931,8.84
11/20/18 17:45,1751,324,1745,0.054,0.002,6.553,3.947,1.234,1.002,0.139,0.04,5.548,7.616,1.386,1.049,0.174,0.05,6.903,9.3,1.458,1.06,4.239,7.723
11/20/18 18:00,1752,324,1800,0.054,0.002,6.503,3.947,1.234,1.002,0.139,0.04,5.524,7.619,1.386,1.048,0.174,0.05,6.863,9.3,1.458,1.06,3.001,6.508
11/20/18 18:15,1753,324,1815,0.054,0.002,6.42,3.946,1.234,1.002,0.139,0.04,5.554,7.618,1.386,1.048,0.174,0.049,6.877,9.3,1.458,1.06,1.71,5.18
11/20/18 18:30,1754,324,1830,0.054,0.002,6.343,3.947,1.234,1.002,0.139,0.04,5.574,7.618,1.386,1.049,0.174,0.049,6.874,9.3,1.458,1.06,0.734,4.211
11/20/18 18:45,1755,324,1845,0.054,0.002,6.232,3.948,1.234,1.002,0.139,0.04,5.546,7.617,1.386,1.049,0.174,0.049,6.877,9.3,1.458,1.06,0.232,3.053
11/20/18 19:00,1756,324,1900,0.054,0.002,6.154,3.947,1.234,1.002,0.139,0.04,5.583,7.617,1.386,1.049,0.174,0.049,6.874,9.3,1.458,1.06,-0.477,1.915
11/20/18 19:15,1757,324,1915,0.054,0.002,6.035,3.946,1.234,1.002,0.139,0.04,5.596,7.618,1.386,1.049,0.174,0.049,6.836,9.3,1.458,1.06,-1.198,0.925
11/20/18 19:30,1758,324,1930,0.054,0.002,5.928,3.943,1.234,1.003,0.139,0.039,5.609,7.62,1.386,1.048,0.174,0.049,6.843,9.3,1.458,1.06,-1.723,0.116
11/20/18 19:45,1759,324,1945,0.054,0.002,5.829,3.942,1.234,1.003,0.139,0.04,5.602,7.619,1.386,1.048,0.174,0.049,6.826,9.3,1.458,1.06,-2.088,-0.419
11/20/18 20:00,1760,324,2000,0.054,0.002,5.735,3.943,1.234,1.003,0.139,0.04,5.62,7.617,1.386,1.049,0.174,0.049,6.86,9.3,1.458,1.06,-2.644,-1.058
11/20/18 20:15,1761,324,2015,0.054,0.002,5.63,3.946,1.234,1.002,0.139,0.04,5.637,7.618,1.386,1.049,0.174,0.049,6.868,9.3,1.458,1.06,-3.165,-1.579
11/20/18 20:30,1762,324,2030,0.054,0.002,5.489,3.945,1.234,1.003,0.139,0.04,5.644,7.617,1.386,1.049,0.174,0.049,6.835,9.3,1.458,1.06,-3.544,-2.09
11/20/18 20:45,1763,324,2045,0.054,0.002,5.44,3.945,1.234,1.002,0.139,0.04,5.655,7.619,1.386,1.048,0.174,0.049,6.873,9.3,1.458,1.059,-3.635,-2.406
11/20/18 21:00,1764,324,2100,0.053,0.002,5.299,3.924,1.233,1.002,0.139,0.04,5.663,7.618,1.386,1.049,0.174,0.049,6.86,9.3,1.458,1.059,-3.842,-2.493
11/20/18 21:15,1765,324,2115,0.053,0.002,5.209,3.92,1.233,1.003,0.139,0.04,5.686,7.617,1.386,1.049,0.174,0.049,6.832,9.3,1.458,1.059,-4.039,-2.744
11/20/18 21:30,1766,324,2130,0.053,0.002,5.095,3.921,1.233,1.002,0.139,0.039,5.7,7.62,1.386,1.048,0.174,0.049,6.828,9.3,1.458,1.06,-4.14,-2.991
11/20/18 21:45,1767,324,2145,0.053,0.002,5,3.922,1.233,1.002,0.139,0.04,5.702,7.616,1.386,1.049,0.174,0.049,6.844,9.3,1.458,1.06,-4.072,-3.14
11/20/18 22:00,1768,324,2200,0.053,0.002,4.9,3.921,1.233,1.003,0.139,0.04,5.732,7.614,1.386,1.049,0.174,0.049,6.839,9.3,1.458,1.06,-3.649,-3.094
11/20/18 22:15,1769,324,2215,0.053,0.002,4.845,3.921,1.233,1.003,0.139,0.039,5.76,7.619,1.386,1.048,0.174,0.049,6.843,9.3,1.458,1.06,-3.853,-3.11
11/20/18 22:30,1770,324,2230,0.053,0.002,4.741,3.92,1.233,1.003,0.139,0.04,5.75,7.619,1.386,1.048,0.174,0.049,6.828,9.3,1.458,1.06,-3.717,-3.082
11/20/18 22:45,1771,324,2245,0.053,0.002,4.636,3.92,1.233,1.003,0.139,0.04,5.77,7.619,1.386,1.048,0.174,0.049,6.815,9.3,1.458,1.059,-2.846,-2.341
11/20/18 23:00,1772,324,2300,0.053,0.002,4.602,3.92,1.233,1.003,0.139,0.04,5.771,7.617,1.386,1.049,0.174,0.049,6.814,9.3,1.458,1.06,-2.845,-1.449
11/20/18 23:15,1773,324,2315,0.053,0.002,4.524,3.922,1.233,1.002,0.139,0.04,5.757,7.615,1.386,1.049,0.174,0.05,6.813,9.3,1.458,1.06,-2.335,-0.342
11/20/18 23:30,1774,324,2330,0.053,0.002,4.424,3.919,1.233,1.003,0.139,0.04,5.793,7.617,1.386,1.049,0.174,0.05,6.828,9.3,1.458,1.06,-1.296,0.45
11/20/18 23:45,1775,324,2345,0.053,0.002,4.353,3.921,1.233,1.003,0.139,0.04,5.826,7.616,1.386,1.049,0.174,0.05,6.813,9.3,1.458,1.06,-1.215,0.49
11/21/18 0:00,1776,325,0,0.053,0.002,4.346,3.92,1.233,1.003,0.139,0.039,5.819,7.619,1.386,1.048,0.174,0.049,6.824,9.3,1.458,1.06,-1.703,1.174
11/21/18 0:15,1777,325,15,0.053,0.002,4.259,3.923,1.233,1.002,0.139,0.04,5.836,7.617,1.386,1.049,0.174,0.049,6.791,9.3,1.458,1.06,-0.822,1.253
11/21/18 0:30,1778,325,30,0.053,0.002,4.243,3.923,1.233,1.002,0.139,0.04,5.837,7.617,1.386,1.049,0.174,0.049,6.798,9.3,1.458,1.06,-1.044,0.877
11/21/18 0:45,1779,325,45,0.053,0.002,4.211,3.921,1.233,1.002,0.139,0.04,5.852,7.617,1.386,1.049,0.174,0.049,6.81,9.3,1.458,1.06,-1.168,0.33
11/21/18 1:00,1780,325,100,0.053,0.002,4.203,3.924,1.233,1.002,0.139,0.04,5.868,7.617,1.386,1.049,0.174,0.049,6.825,9.3,1.458,1.06,1.688,1.836
11/21/18 1:15,1781,325,115,0.053,0.002,4.136,3.922,1.233,1.002,0.139,0.04,5.854,7.617,1.386,1.049,0.174,0.049,6.76,9.3,1.458,1.059,2.119,3.723
11/21/18 1:30,1782,325,130,0.053,0.002,4.126,3.898,1.232,1.002,0.139,0.04,5.866,7.617,1.386,1.049,0.174,0.049,6.785,9.3,1.458,1.059,2.129,4.668
11/21/18 1:45,1783,325,145,0.053,0.002,4.092,3.896,1.232,1.002,0.139,0.04,5.876,7.615,1.386,1.049,0.174,0.049,6.791,9.3,1.458,1.06,2.325,4.646
11/21/18 2:00,1784,325,200,0.053,0.002,4.073,3.897,1.232,1.002,0.139,0.04,5.858,7.616,1.386,1.049,0.174,0.049,6.8,9.3,1.458,1.059,2.001,4.602
11/21/18 2:15,1785,325,215,0.053,0.002,4.079,3.899,1.232,1.002,0.139,0.04,5.881,7.617,1.386,1.049,0.174,0.049,6.797,9.3,1.458,1.059,2.614,4.865
11/21/18 2:30,1786,325,230,0.053,0.002,4.04,3.898,1.232,1.002,0.139,0.04,5.89,7.617,1.386,1.049,0.174,0.049,6.804,9.3,1.458,1.06,2.369,4.799
11/21/18 2:45,1787,325,245,0.053,0.002,4.059,3.897,1.232,1.002,0.139,0.04,5.899,7.615,1.386,1.049,0.174,0.049,6.819,9.3,1.458,1.059,2.613,4.909
11/21/18 3:00,1788,325,300,0.053,0.002,4.085,3.897,1.232,1.002,0.139,0.04,5.901,7.616,1.386,1.049,0.174,0.049,6.793,9.3,1.458,1.06,2.736,4.92
11/21/18 3:15,1789,325,315,0.053,0.002,4.046,3.898,1.232,1.002,0.139,0.04,5.898,7.614,1.386,1.049,0.174,0.049,6.776,9.3,1.458,1.06,1.692,4.689
11/21/18 3:30,1790,325,330,0.053,0.002,4.073,3.896,1.232,1.002,0.139,0.04,5.895,7.616,1.386,1.049,0.174,0.049,6.779,9.3,1.458,1.059,2.156,4.425
11/21/18 3:45,1791,325,345,0.053,0.002,4.081,3.897,1.232,1.002,0.139,0.04,5.924,7.615,1.386,1.049,0.174,0.049,6.777,9.3,1.458,1.059,2.201,4.479
11/21/18 4:00,1792,325,400,0.053,0.002,4.117,3.899,1.232,1.002,0.139,0.04,5.904,7.617,1.386,1.049,0.174,0.049,6.758,9.3,1.458,1.059,2.933,4.501
11/21/18 4:15,1793,325,415,0.053,0.002,4.092,3.896,1.232,1.002,0.139,0.04,5.9,7.617,1.386,1.049,0.174,0.049,6.796,9.3,1.458,1.059,2.755,4.555
11/21/18 4:30,1794,325,430,0.053,0.002,4.072,3.895,1.232,1.003,0.139,0.04,5.914,7.617,1.386,1.049,0.174,0.049,6.778,9.3,1.458,1.06,3.193,4.939
11/21/18 4:45,1795,325,445,0.053,0.002,4.073,3.899,1.232,1.002,0.139,0.04,5.917,7.617,1.386,1.049,0.174,0.049,6.768,9.3,1.458,1.059,3.199,5.235
11/21/18 5:00,1796,325,500,0.053,0.002,4.084,3.899,1.232,1.002,0.139,0.04,5.927,7.615,1.386,1.049,0.174,0.049,6.788,9.3,1.458,1.059,3.081,5.058
11/21/18 5:15,1797,325,515,0.053,0.002,4.08,3.897,1.232,1.002,0.139,0.04,5.905,7.614,1.386,1.049,0.174,0.049,6.796,9.3,1.458,1.06,3.158,5.155
11/21/18 5:30,1798,325,530,0.053,0.002,4.106,3.897,1.232,1.002,0.139,0.04,5.917,7.616,1.386,1.049,0.174,0.049,6.779,9.3,1.458,1.06,2.969,5.101
11/21/18 5:45,1799,325,545,0.053,0.002,4.107,3.893,1.232,1.003,0.139,0.04,5.916,7.615,1.386,1.049,0.174,0.049,6.782,9.3,1.458,1.06,2.947,5.013
11/21/18 6:00,1800,325,600,0.053,0.002,4.108,3.896,1.232,1.002,0.139,0.04,5.913,7.614,1.386,1.049,0.174,0.049,6.775,9.3,1.458,1.059,2.357,4.99
11/21/18 6:15,1801,325,615,0.053,0.002,4.056,3.9,1.232,1.002,0.139,0.04,5.903,7.618,1.386,1.049,0.174,0.049,6.765,9.3,1.458,1.059,2.369,4.574
11/21/18 6:30,1802,325,630,0.053,0.002,4.127,3.896,1.232,1.002,0.139,0.04,5.925,7.617,1.386,1.049,0.174,0.049,6.78,9.3,1.458,1.06,3.09,4.65
11/21/18 6:45,1803,325,645,0.053,0.002,4.113,3.898,1.232,1.002,0.139,0.04,5.917,7.615,1.386,1.049,0.174,0.049,6.761,9.3,1.458,1.06,2.319,4.639
11/21/18 7:00,1804,325,700,0.052,0.002,4.082,3.874,1.231,1.002,0.139,0.04,5.92,7.615,1.386,1.049,0.174,0.049,6.801,9.3,1.458,1.06,2.442,4.492
11/21/18 7:15,1805,325,715,0.052,0.002,4.081,3.872,1.231,1.002,0.139,0.04,5.917,7.615,1.386,1.049,0.174,0.049,6.783,9.3,1.458,1.06,2.714,4.585
11/21/18 7:30,1806,325,730,0.052,0.002,4.077,3.872,1.231,1.002,0.139,0.04,5.921,7.613,1.386,1.049,0.174,0.048,6.799,9.3,1.458,1.059,2.158,4.42
11/21/18 7:45,1807,325,745,0.052,0.002,4.059,3.872,1.231,1.002,0.139,0.04,5.895,7.617,1.386,1.049,0.174,0.049,6.749,9.3,1.458,1.06,1.514,3.983
11/21/18 8:00,1808,325,800,0.052,0.002,4.083,3.874,1.231,1.002,0.139,0.04,5.89,7.618,1.386,1.049,0.174,0.049,6.791,9.3,1.458,1.06,1.68,3.657
11/21/18 8:15,1809,325,815,0.052,0.002,4.055,3.874,1.231,1.002,0.139,0.04,5.894,7.615,1.386,1.049,0.174,0.049,6.83,9.3,1.458,1.059,1.683,3.593
11/21/18 8:30,1810,325,830,0.052,0.002,4.029,3.87,1.231,1.003,0.139,0.04,5.912,7.614,1.386,1.049,0.174,0.049,6.794,9.3,1.458,1.06,2.08,3.535
11/21/18 8:45,1811,325,845,0.052,0.002,4.026,3.874,1.231,1.002,0.139,0.04,5.884,7.616,1.386,1.049,0.174,0.049,6.802,9.3,1.458,1.06,3.304,4.098
11/21/18 9:00,1812,325,900,0.052,0.002,4.022,3.874,1.231,1.002,0.139,0.04,5.894,7.615,1.386,1.049,0.174,0.049,6.784,9.3,1.458,1.059,3.773,4.602
11/21/18 9:15,1813,325,915,0.052,0.002,4.007,3.873,1.231,1.002,0.139,0.04,5.91,7.617,1.386,1.049,0.174,0.049,6.77,9.3,1.458,1.059,4.648,4.864
11/21/18 9:30,1814,325,930,0.052,0.002,4.007,3.875,1.231,1.002,0.139,0.04,5.903,7.615,1.386,1.049,0.174,0.049,6.815,9.3,1.458,1.06,5.588,5.169
11/21/18 9:45,1815,325,945,0.052,0.002,4.037,3.874,1.231,1.002,0.139,0.04,5.921,7.618,1.386,1.049,0.174,0.049,6.771,9.3,1.458,1.059,6.225,5.602
11/21/18 10:00,1816,325,1000,0.052,0.002,4.023,3.875,1.231,1.002,0.139,0.04,5.898,7.618,1.386,1.049,0.174,0.049,6.739,9.3,1.458,1.059,5.195,5.474
11/21/18 10:15,1817,325,1015,0.052,0.002,4.035,3.871,1.231,1.002,0.139,0.04,5.895,7.617,1.386,1.049,0.174,0.049,6.763,9.3,1.458,1.06,6.487,5.65
11/21/18 10:30,1818,325,1030,0.052,0.002,4.084,3.873,1.231,1.002,0.139,0.04,5.881,7.616,1.386,1.049,0.174,0.049,6.755,9.3,1.458,1.06,7.517,6.157
11/21/18 10:45,1819,325,1045,0.052,0.002,4.129,3.874,1.231,1.002,0.139,0.039,5.887,7.619,1.386,1.048,0.174,0.049,6.788,9.3,1.458,1.06,12.9,6.733
11/21/18 11:00,1820,325,1100,0.052,0.002,4.195,3.871,1.231,1.003,0.139,0.04,5.897,7.614,1.386,1.049,0.174,0.049,6.796,9.3,1.458,1.059,11.79,7.177
11/21/18 11:15,1821,325,1115,0.052,0.002,4.229,3.871,1.231,1.003,0.139,0.04,5.872,7.614,1.386,1.049,0.174,0.049,6.787,9.3,1.458,1.06,13.03,7.106
11/21/18 11:30,1822,325,1130,0.052,0.002,4.276,3.87,1.231,1.003,0.139,0.04,5.878,7.616,1.386,1.049,0.174,0.049,6.775,9.3,1.458,1.059,11.53,7.172
11/21/18 11:45,1823,325,1145,0.052,0.002,4.367,3.872,1.231,1.002,0.139,0.04,5.889,7.615,1.386,1.049,0.174,0.049,6.796,9.3,1.458,1.06,10.92,6.588
11/21/18 12:00,1824,325,1200,0.052,0.002,4.452,3.873,1.231,1.002,0.139,0.04,5.88,7.616,1.386,1.049,0.174,0.049,6.79,9.3,1.458,1.059,10.01,6.073
11/21/18 12:15,1825,325,1215,0.052,0.002,4.571,3.874,1.231,1.002,0.139,0.04,5.907,7.617,1.386,1.049,0.174,0.049,6.774,9.3,1.458,1.059,9.99,5.775
11/21/18 12:30,1826,325,1230,0.052,0.002,4.763,3.874,1.231,1.002,0.139,0.04,5.891,7.617,1.386,1.049,0.174,0.049,6.783,9.3,1.458,1.06,10.86,5.874
11/21/18 12:45,1827,325,1245,0.052,0.002,4.852,3.87,1.231,1.003,0.139,0.04,5.869,7.616,1.386,1.049,0.174,0.049,6.762,9.3,1.458,1.06,10.8,6.272
11/21/18 13:00,1828,325,1300,0.052,0.002,4.95,3.872,1.231,1.003,0.139,0.04,5.875,7.616,1.386,1.049,0.174,0.049,6.78,9.3,1.458,1.06,10.84,6.704
11/21/18 13:15,1829,325,1315,0.053,0.002,5.138,3.895,1.232,1.003,0.139,0.04,5.887,7.616,1.386,1.049,0.174,0.049,6.788,9.3,1.458,1.06,8.89,6.349
11/21/18 13:30,1830,325,1330,0.053,0.002,5.239,3.898,1.232,1.002,0.139,0.04,5.888,7.616,1.386,1.049,0.174,0.049,6.783,9.3,1.458,1.06,8.88,6.073
11/21/18 13:45,1831,325,1345,0.053,0.002,5.344,3.894,1.232,1.003,0.139,0.04,5.867,7.615,1.386,1.049,0.174,0.049,6.803,9.3,1.458,1.06,7.847,6.084
11/21/18 14:00,1832,325,1400,0.053,0.002,5.44,3.895,1.232,1.003,0.139,0.04,5.879,7.617,1.386,1.049,0.174,0.049,6.803,9.3,1.458,1.06,6.861,6.04
11/21/18 14:15,1833,325,1415,0.053,0.002,5.517,3.896,1.232,1.003,0.139,0.04,5.864,7.616,1.386,1.049,0.174,0.048,6.809,9.3,1.458,1.059,8.43,6.128
11/21/18 14:30,1834,325,1430,0.053,0.002,5.578,3.896,1.232,1.002,0.139,0.04,5.88,7.615,1.386,1.049,0.174,0.049,6.81,9.3,1.458,1.059,6.425,6.001
11/21/18 14:45,1835,325,1445,0.053,0.002,5.595,3.897,1.232,1.002,0.139,0.04,5.877,7.616,1.386,1.049,0.174,0.049,6.786,9.3,1.458,1.06,6.587,6.217
11/21/18 15:00,1836,325,1500,0.053,0.002,5.645,3.897,1.232,1.002,0.139,0.04,5.873,7.618,1.386,1.049,0.174,0.049,6.766,9.3,1.458,1.06,8.38,6.504
11/21/18 15:15,1837,325,1515,0.053,0.002,5.637,3.897,1.232,1.002,0.139,0.04,5.857,7.617,1.386,1.049,0.174,0.049,6.795,9.3,1.458,1.059,7.586,6.349
11/21/18 15:30,1838,325,1530,0.053,0.002,5.641,3.899,1.232,1.002,0.139,0.04,5.857,7.617,1.386,1.049,0.174,0.049,6.778,9.3,1.458,1.059,5.546,6.04
11/21/18 15:45,1839,325,1545,0.053,0.002,5.613,3.899,1.232,1.002,0.139,0.04,5.856,7.616,1.386,1.049,0.174,0.049,6.803,9.3,1.458,1.059,5.988,5.698
11/21/18 16:00,1840,325,1600,0.053,0.002,5.65,3.894,1.232,1.003,0.139,0.04,5.854,7.617,1.386,1.049,0.174,0.049,6.76,9.3,1.458,1.059,4.879,5.127
11/21/18 16:15,1841,325,1615,0.053,0.002,5.618,3.899,1.232,1.002,0.139,0.04,5.861,7.617,1.386,1.049,0.174,0.049,6.78,9.3,1.458,1.06,3.76,4.327
11/21/18 16:30,1842,325,1630,0.053,0.002,5.605,3.899,1.232,1.002,0.139,0.04,5.873,7.616,1.386,1.049,0.174,0.049,6.795,9.3,1.458,1.06,3.801,4.189
11/21/18 16:45,1843,325,1645,0.053,0.002,5.584,3.896,1.232,1.003,0.139,0.04,5.849,7.615,1.386,1.049,0.174,0.049,6.769,9.3,1.458,1.06,4.173,4.026
11/21/18 17:00,1844,325,1700,0.053,0.002,5.566,3.897,1.232,1.002,0.139,0.04,5.874,7.618,1.386,1.049,0.174,0.049,6.84,9.3,1.458,1.059,2.86,3.525
11/21/18 17:15,1845,325,1715,0.053,0.002,5.536,3.892,1.232,1.003,0.139,0.04,5.863,7.618,1.386,1.049,0.174,0.049,6.775,9.3,1.458,1.059,2.836,3.047
11/21/18 17:30,1846,325,1730,0.053,0.002,5.468,3.894,1.232,1.003,0.139,0.04,5.862,7.616,1.386,1.049,0.174,0.049,6.764,9.3,1.458,1.06,2.935,3.058
11/21/18 17:45,1847,325,1745,0.053,0.002,5.467,3.897,1.232,1.002,0.139,0.04,5.85,7.614,1.386,1.049,0.174,0.049,6.767,9.3,1.458,1.059,3.039,3.189
11/21/18 18:00,1848,325,1800,0.053,0.002,5.419,3.897,1.232,1.002,0.139,0.04,5.884,7.616,1.386,1.049,0.174,0.049,6.806,9.3,1.458,1.059,3.221,3.343
11/21/18 18:15,1849,325,1815,0.053,0.002,5.411,3.899,1.232,1.002,0.139,0.04,5.883,7.614,1.386,1.049,0.174,0.049,6.772,9.3,1.458,1.06,3.129,3.497
11/21/18 18:30,1850,325,1830,0.053,0.002,5.41,3.897,1.232,1.002,0.139,0.04,5.879,7.616,1.386,1.049,0.174,0.049,6.795,9.3,1.458,1.06,3.02,3.4
11/21/18 18:45,1851,325,1845,0.053,0.002,5.356,3.896,1.232,1.002,0.139,0.04,5.894,7.616,1.386,1.049,0.174,0.049,6.768,9.3,1.458,1.06,2.927,3.225
11/21/18 19:00,1852,325,1900,0.053,0.002,5.353,3.896,1.232,1.002,0.139,0.04,5.906,7.618,1.386,1.049,0.174,0.049,6.787,9.3,1.458,1.059,2.469,2.851
11/21/18 19:15,1853,325,1915,0.053,0.002,5.355,3.894,1.232,1.003,0.139,0.04,5.881,7.618,1.386,1.049,0.174,0.049,6.766,9.3,1.458,1.059,2.368,2.438
11/21/18 19:30,1854,325,1930,0.053,0.002,5.337,3.895,1.232,1.003,0.139,0.04,5.883,7.615,1.386,1.049,0.174,0.049,6.747,9.3,1.458,1.059,2.042,2.096
11/21/18 19:45,1855,325,1945,0.053,0.002,5.323,3.897,1.232,1.003,0.139,0.04,5.92,7.616,1.386,1.049,0.174,0.049,6.793,9.26,1.457,1.06,0.505,1.576
11/21/18 20:00,1856,325,2000,0.055,0.002,5.282,3.982,1.236,1.003,0.139,0.04,5.915,7.619,1.386,1.049,0.174,0.049,6.778,9.27,1.457,1.059,0.151,0.925
11/21/18 20:15,1857,325,2015,0.079,0.002,5.21,4.961,1.278,1.003,0.14,0.04,5.89,7.648,1.387,1.049,0.174,0.049,6.764,9.27,1.457,1.059,0.002,0.405
11/21/18 20:30,1858,325,2030,0.107,0.003,5.067,6.172,1.327,1.004,0.139,0.04,5.933,7.616,1.386,1.049,0.174,0.049,6.797,9.26,1.457,1.06,0.028,0.259
11/21/18 20:45,1859,325,2045,0.112,0.004,4.922,6.368,1.335,1.004,0.139,0.04,5.947,7.617,1.386,1.049,0.174,0.049,6.763,9.27,1.457,1.06,0.076,0.362
11/21/18 21:00,1860,325,2100,0.113,0.004,4.785,6.42,1.337,1.005,0.139,0.04,5.943,7.615,1.386,1.049,0.174,0.049,6.744,9.3,1.458,1.059,0.1,0.503
11/21/18 21:15,1861,325,2115,0.112,0.004,4.658,6.392,1.336,1.004,0.139,0.04,5.93,7.614,1.386,1.049,0.174,0.049,6.759,9.26,1.457,1.059,0.14,0.676
11/21/18 21:30,1862,325,2130,0.112,0.004,4.59,6.359,1.335,1.005,0.139,0.04,5.946,7.616,1.386,1.049,0.174,0.049,6.773,9.27,1.457,1.059,0.136,0.644
11/21/18 21:45,1863,325,2145,0.11,0.004,4.514,6.301,1.333,1.005,0.139,0.04,5.941,7.616,1.386,1.049,0.174,0.049,6.775,9.26,1.457,1.06,0.077,0.541
