TOA5,CR1000_nasa,CR1000,84884,CR1000.Std.31.02,CPU:SH_site1_hill2_11092018.CR1,30628,Enviro,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
1/31/19 5:45,8615,31,545,0.28,0.01,0.624,15.3,1.614,1.012,0.377,0.063,1.427,22.75,1.789,1.077,0.389,0.082,2.059,23.87,1.831,1.1,-3.891,-3.471
1/31/19 6:00,8616,31,600,0.28,0.01,0.654,15.29,1.614,1.012,0.377,0.063,1.467,22.75,1.789,1.077,0.389,0.082,2.106,23.87,1.831,1.099,-3.874,-3.454
1/31/19 6:15,8617,31,615,0.28,0.01,0.601,15.25,1.613,1.013,0.377,0.063,1.476,22.7,1.788,1.077,0.389,0.082,2.104,23.87,1.831,1.099,-4.1,-3.514
1/31/19 6:30,8618,31,630,0.279,0.009,0.628,15.21,1.612,1.012,0.377,0.062,1.467,22.7,1.788,1.076,0.389,0.082,2.076,23.87,1.831,1.1,-3.991,-3.542
1/31/19 6:45,8619,31,645,0.279,0.01,0.618,15.21,1.612,1.012,0.377,0.063,1.465,22.7,1.788,1.077,0.389,0.081,2.093,23.87,1.831,1.099,-4.332,-3.728
1/31/19 7:00,8620,31,700,0.278,0.01,0.656,15.17,1.611,1.012,0.377,0.063,1.443,22.7,1.788,1.077,0.389,0.083,2.049,23.82,1.83,1.1,-4.346,-3.827
1/31/19 7:15,8621,31,715,0.278,0.01,0.666,15.16,1.611,1.012,0.377,0.062,1.429,22.7,1.788,1.076,0.389,0.081,2.096,23.87,1.831,1.099,-4.521,-4.041
1/31/19 7:30,8622,31,730,0.278,0.01,0.634,15.12,1.609,1.012,0.376,0.064,1.444,22.65,1.787,1.078,0.389,0.082,2.077,23.82,1.83,1.1,-4.629,-4.222
1/31/19 7:45,8623,31,745,0.278,0.01,0.622,15.12,1.609,1.012,0.376,0.063,1.441,22.65,1.787,1.077,0.389,0.082,2.065,23.82,1.83,1.1,-4.617,-4.233
1/31/19 8:00,8624,31,800,0.277,0.009,0.629,15.08,1.608,1.012,0.376,0.062,1.441,22.65,1.787,1.076,0.389,0.082,2.067,23.82,1.83,1.1,-4.829,-4.365
1/31/19 8:15,8625,31,815,0.276,0.01,0.633,15.04,1.607,1.012,0.376,0.063,1.404,22.65,1.787,1.077,0.389,0.081,2.055,23.82,1.83,1.099,-4.769,-4.453
1/31/19 8:30,8626,31,830,0.276,0.009,0.615,15.04,1.607,1.012,0.376,0.062,1.438,22.65,1.787,1.076,0.389,0.081,2.051,23.82,1.83,1.099,-4.958,-4.453
1/31/19 8:45,8627,31,845,0.276,0.01,0.649,15,1.606,1.012,0.376,0.062,1.445,22.64,1.787,1.076,0.389,0.081,2.122,23.82,1.83,1.098,-4.602,-4.31
1/31/19 9:00,8628,31,900,0.276,0.009,0.624,14.99,1.606,1.012,0.376,0.063,1.411,22.59,1.786,1.076,0.389,0.082,2.032,23.82,1.83,1.099,-4.366,-3.739
1/31/19 9:15,8629,31,915,0.275,0.009,0.646,14.95,1.605,1.012,0.376,0.063,1.443,22.59,1.786,1.077,0.389,0.082,2.072,23.81,1.83,1.1,-4.238,-3.509
1/31/19 9:30,8630,31,930,0.275,0.009,0.621,14.95,1.605,1.012,0.376,0.063,1.439,22.59,1.786,1.077,0.388,0.082,2.09,23.76,1.829,1.1,-3.902,-3.017
1/31/19 9:45,8631,31,945,0.274,0.009,0.662,14.91,1.604,1.012,0.376,0.062,1.454,22.59,1.786,1.076,0.388,0.082,2.078,23.76,1.829,1.099,-3.509,-2.264
1/31/19 10:00,8632,31,1000,0.274,0.01,0.671,14.91,1.604,1.012,0.376,0.062,1.448,22.59,1.786,1.076,0.387,0.081,2.078,23.71,1.828,1.099,-3.201,-1.535
1/31/19 10:15,8633,31,1015,0.274,0.01,0.633,14.91,1.604,1.012,0.375,0.062,1.369,22.54,1.785,1.076,0.387,0.082,2.078,23.71,1.828,1.099,-2.686,-0.722
1/31/19 10:30,8634,31,1030,0.274,0.009,0.691,14.87,1.603,1.012,0.375,0.062,1.459,22.54,1.785,1.076,0.388,0.082,2.086,23.71,1.828,1.099,-1.981,0.334
1/31/19 10:45,8635,31,1045,0.274,0.009,0.643,14.87,1.603,1.012,0.375,0.063,1.446,22.54,1.785,1.077,0.388,0.082,2.072,23.76,1.829,1.099,-1.269,1.461
1/31/19 11:00,8636,31,1100,0.273,0.009,0.572,14.83,1.602,1.011,0.375,0.063,1.474,22.54,1.785,1.077,0.388,0.081,2.088,23.76,1.829,1.099,-0.628,2.945
1/31/19 11:15,8637,31,1115,0.273,0.009,0.656,14.83,1.602,1.012,0.375,0.062,1.447,22.54,1.785,1.076,0.388,0.082,2.054,23.76,1.829,1.099,0.375,4.318
1/31/19 11:30,8638,31,1130,0.272,0.009,0.626,14.79,1.601,1.012,0.375,0.062,1.449,22.54,1.785,1.076,0.387,0.081,2.12,23.71,1.828,1.099,0.653,6.342
1/31/19 11:45,8639,31,1145,0.272,0.009,0.639,14.78,1.6,1.012,0.375,0.063,1.428,22.54,1.785,1.077,0.387,0.081,2.042,23.71,1.828,1.099,0.754,7.996
1/31/19 12:00,8640,31,1200,0.272,0.009,0.652,14.74,1.599,1.012,0.374,0.062,1.432,22.49,1.784,1.076,0.387,0.082,2.075,23.71,1.828,1.099,0.742,8.54
1/31/19 12:15,8641,31,1215,0.272,0.009,0.659,14.74,1.599,1.012,0.374,0.062,1.448,22.49,1.784,1.076,0.387,0.081,2.077,23.71,1.828,1.099,0.568,8.82
1/31/19 12:30,8642,31,1230,0.272,0.009,0.668,14.74,1.599,1.012,0.374,0.062,1.464,22.49,1.784,1.076,0.387,0.081,2.071,23.71,1.828,1.099,0.812,9.18
1/31/19 12:45,8643,31,1245,0.271,0.009,0.585,14.7,1.598,1.011,0.374,0.062,1.43,22.49,1.784,1.076,0.387,0.081,2.07,23.71,1.828,1.098,0.886,9.87
1/31/19 13:00,8644,31,1300,0.271,0.009,0.666,14.7,1.598,1.011,0.374,0.062,1.415,22.49,1.784,1.076,0.387,0.081,2.098,23.71,1.828,1.098,0.964,10.49
1/31/19 13:15,8645,31,1315,0.271,0.009,0.64,14.7,1.598,1.011,0.374,0.063,1.455,22.49,1.784,1.077,0.387,0.081,2.067,23.71,1.828,1.098,0.693,10.68
1/31/19 13:30,8646,31,1330,0.27,0.009,0.662,14.66,1.597,1.011,0.374,0.062,1.427,22.44,1.782,1.076,0.387,0.081,2.059,23.66,1.827,1.098,0.683,10.31
1/31/19 13:45,8647,31,1345,0.271,0.009,0.671,14.71,1.598,1.012,0.374,0.062,1.462,22.44,1.782,1.076,0.387,0.081,2.071,23.66,1.827,1.099,0.772,10.39
1/31/19 14:00,8648,31,1400,0.273,0.009,0.66,14.84,1.602,1.012,0.374,0.062,1.445,22.44,1.782,1.076,0.387,0.081,2.072,23.66,1.827,1.099,0.819,10.84
1/31/19 14:15,8649,31,1415,0.276,0.009,0.635,15.02,1.607,1.011,0.374,0.062,1.412,22.44,1.782,1.076,0.387,0.082,2.08,23.66,1.827,1.099,0.811,11.16
1/31/19 14:30,8650,31,1430,0.281,0.009,0.639,15.31,1.614,1.012,0.374,0.062,1.419,22.44,1.782,1.076,0.387,0.081,2.112,23.66,1.827,1.098,0.791,11.39
1/31/19 14:45,8651,31,1445,0.285,0.01,0.641,15.57,1.621,1.012,0.374,0.062,1.437,22.44,1.783,1.076,0.387,0.081,2.049,23.65,1.826,1.098,0.932,11.74
1/31/19 15:00,8652,31,1500,0.288,0.01,0.639,15.78,1.627,1.012,0.374,0.062,1.472,22.49,1.784,1.076,0.386,0.081,2.05,23.6,1.825,1.099,0.737,11.43
1/31/19 15:15,8653,31,1515,0.291,0.01,0.647,16,1.632,1.012,0.374,0.062,1.448,22.49,1.784,1.076,0.386,0.081,2.071,23.61,1.825,1.098,0.874,11.27
1/31/19 15:30,8654,31,1530,0.293,0.01,0.631,16.13,1.636,1.013,0.375,0.063,1.415,22.54,1.785,1.077,0.386,0.081,2.076,23.61,1.825,1.098,1.054,12.14
1/31/19 15:45,8655,31,1545,0.295,0.01,0.622,16.26,1.639,1.013,0.375,0.062,1.427,22.55,1.785,1.076,0.386,0.081,2.089,23.61,1.825,1.098,0.782,12.2
1/31/19 16:00,8656,31,1600,0.297,0.01,0.588,16.39,1.643,1.013,0.376,0.063,1.461,22.6,1.786,1.077,0.386,0.081,2.027,23.61,1.825,1.098,0.606,10.99
1/31/19 16:15,8657,31,1615,0.299,0.01,0.628,16.52,1.646,1.013,0.376,0.063,1.429,22.65,1.787,1.077,0.386,0.081,2.075,23.61,1.825,1.098,0.682,9.9
1/31/19 16:30,8658,31,1630,0.299,0.01,0.62,16.57,1.647,1.013,0.377,0.062,1.455,22.7,1.788,1.076,0.386,0.081,2.092,23.6,1.825,1.099,0.577,9.01
1/31/19 16:45,8659,31,1645,0.301,0.01,0.643,16.65,1.649,1.013,0.377,0.063,1.467,22.75,1.789,1.077,0.386,0.081,2.109,23.61,1.825,1.098,0.541,8.11
1/31/19 17:00,8660,31,1700,0.301,0.01,0.618,16.7,1.65,1.013,0.378,0.063,1.425,22.81,1.79,1.077,0.386,0.081,2.064,23.61,1.825,1.099,0.517,7.394
1/31/19 17:15,8661,31,1715,0.302,0.01,0.617,16.74,1.651,1.013,0.378,0.063,1.429,22.86,1.792,1.077,0.387,0.081,2.09,23.66,1.827,1.099,0.45,6.837
1/31/19 17:30,8662,31,1730,0.303,0.01,0.68,16.79,1.653,1.013,0.379,0.063,1.45,22.91,1.793,1.077,0.387,0.081,2.079,23.66,1.827,1.099,0.331,6.427
1/31/19 17:45,8663,31,1745,0.303,0.01,0.615,16.83,1.654,1.013,0.38,0.063,1.447,22.96,1.794,1.077,0.387,0.081,2.101,23.66,1.827,1.098,0.345,6.117
1/31/19 18:00,8664,31,1800,0.303,0.01,0.615,16.83,1.654,1.013,0.38,0.063,1.449,23.02,1.795,1.077,0.387,0.081,2.068,23.71,1.828,1.098,0.254,5.689
1/31/19 18:15,8665,31,1815,0.303,0.01,0.561,16.83,1.654,1.013,0.381,0.063,1.43,23.07,1.796,1.077,0.388,0.081,2.073,23.71,1.828,1.099,0.21,4.977
1/31/19 18:30,8666,31,1830,0.304,0.01,0.589,16.87,1.655,1.013,0.381,0.063,1.414,23.12,1.797,1.077,0.388,0.081,2.093,23.76,1.829,1.099,0.131,4.277
1/31/19 18:45,8667,31,1845,0.304,0.01,0.596,16.87,1.655,1.013,0.382,0.063,1.448,23.17,1.798,1.078,0.388,0.081,2.085,23.72,1.828,1.099,0.074,3.47
1/31/19 19:00,8668,31,1900,0.304,0.01,0.599,16.87,1.655,1.013,0.382,0.063,1.424,23.22,1.799,1.078,0.389,0.081,2.093,23.82,1.83,1.099,0.003,2.872
1/31/19 19:15,8669,31,1915,0.303,0.01,0.652,16.83,1.654,1.013,0.382,0.064,1.454,23.23,1.799,1.078,0.389,0.081,2.048,23.87,1.831,1.099,-0.098,2.017
1/31/19 19:30,8670,31,1930,0.303,0.01,0.617,16.83,1.654,1.012,0.383,0.063,1.418,23.27,1.8,1.078,0.389,0.081,2.076,23.87,1.831,1.099,-0.129,1.336
1/31/19 19:45,8671,31,1945,0.303,0.01,0.63,16.82,1.654,1.013,0.383,0.063,1.465,23.28,1.801,1.078,0.39,0.082,2.056,23.93,1.832,1.1,-0.234,0.665
1/31/19 20:00,8672,31,2000,0.302,0.01,0.565,16.78,1.652,1.013,0.384,0.064,1.439,23.33,1.802,1.078,0.39,0.082,2.066,23.98,1.833,1.1,-0.353,0.102
1/31/19 20:15,8673,31,2015,0.302,0.01,0.604,16.78,1.652,1.013,0.384,0.063,1.417,23.33,1.802,1.078,0.391,0.082,2.082,24.03,1.834,1.099,-0.364,-0.115
1/31/19 20:30,8674,31,2030,0.302,0.01,0.585,16.74,1.651,1.013,0.384,0.063,1.442,23.33,1.802,1.078,0.391,0.081,2.061,24.03,1.834,1.099,-0.62,-0.532
1/31/19 20:45,8675,31,2045,0.302,0.01,0.62,16.74,1.651,1.013,0.384,0.064,1.378,23.33,1.802,1.078,0.391,0.083,2.097,24.09,1.836,1.1,-0.71,-0.939
1/31/19 21:00,8676,31,2100,0.301,0.01,0.639,16.69,1.65,1.013,0.384,0.063,1.448,23.33,1.802,1.077,0.392,0.082,2.063,24.14,1.837,1.1,-0.936,-1.026
1/31/19 21:15,8677,31,2115,0.3,0.01,0.567,16.65,1.649,1.013,0.384,0.064,1.413,23.38,1.803,1.078,0.392,0.082,2.076,24.19,1.838,1.1,-1.098,-1.416
1/31/19 21:30,8678,31,2130,0.3,0.01,0.625,16.65,1.649,1.013,0.384,0.063,1.427,23.33,1.802,1.078,0.393,0.082,2.059,24.24,1.839,1.1,-1.301,-1.742
1/31/19 21:45,8679,31,2145,0.3,0.01,0.622,16.6,1.648,1.012,0.384,0.064,1.415,23.33,1.802,1.078,0.393,0.082,2.066,24.25,1.839,1.1,-1.504,-1.872
1/31/19 22:00,8680,31,2200,0.299,0.01,0.628,16.56,1.647,1.012,0.384,0.064,1.414,23.33,1.802,1.078,0.393,0.082,2.076,24.29,1.84,1.1,-1.676,-2.084
1/31/19 22:15,8681,31,2215,0.299,0.01,0.627,16.51,1.646,1.013,0.384,0.064,1.398,23.33,1.802,1.078,0.393,0.083,2.061,24.25,1.839,1.101,-1.657,-2.177
1/31/19 22:30,8682,31,2230,0.298,0.01,0.61,16.47,1.645,1.013,0.384,0.064,1.386,23.33,1.802,1.078,0.393,0.082,2.098,24.3,1.84,1.1,-1.991,-2.286
1/31/19 22:45,8683,31,2245,0.297,0.01,0.588,16.42,1.643,1.012,0.384,0.064,1.39,23.33,1.802,1.078,0.393,0.083,2.072,24.3,1.84,1.101,-2.042,-2.416
1/31/19 23:00,8684,31,2300,0.297,0.01,0.617,16.38,1.642,1.012,0.383,0.064,1.408,23.32,1.802,1.078,0.393,0.082,2.081,24.3,1.84,1.1,-2.235,-2.519
1/31/19 23:15,8685,31,2315,0.296,0.01,0.589,16.34,1.641,1.013,0.383,0.064,1.402,23.27,1.8,1.078,0.394,0.083,2.084,24.3,1.84,1.1,-2.289,-2.562
1/31/19 23:30,8686,31,2330,0.295,0.01,0.588,16.29,1.64,1.013,0.383,0.064,1.406,23.27,1.8,1.078,0.394,0.081,2.078,24.35,1.841,1.099,-2.561,-2.586
1/31/19 23:45,8687,31,2345,0.295,0.01,0.615,16.29,1.64,1.012,0.383,0.063,1.415,23.27,1.8,1.077,0.394,0.083,2.045,24.35,1.841,1.101,-2.604,-2.64
2/1/19 0:00,8688,32,0,0.295,0.01,0.607,16.25,1.639,1.012,0.383,0.063,1.426,23.27,1.8,1.077,0.394,0.082,2.043,24.35,1.841,1.1,-2.785,-2.748
2/1/19 0:15,8689,32,15,0.294,0.01,0.587,16.2,1.638,1.012,0.382,0.062,1.443,23.22,1.799,1.076,0.394,0.082,2.056,24.35,1.841,1.099,-2.901,-2.773
2/1/19 0:30,8690,32,30,0.293,0.01,0.607,16.16,1.637,1.012,0.382,0.063,1.387,23.22,1.799,1.077,0.394,0.082,2.068,24.35,1.841,1.099,-3.009,-2.909
2/1/19 0:45,8691,32,45,0.293,0.01,0.626,16.12,1.635,1.012,0.382,0.063,1.401,23.22,1.799,1.077,0.394,0.083,2.067,24.35,1.841,1.101,-3.182,-2.974
2/1/19 1:00,8692,32,100,0.292,0.01,0.591,16.07,1.634,1.013,0.382,0.064,1.391,23.22,1.799,1.078,0.394,0.082,2.056,24.35,1.841,1.099,-3.225,-2.876
2/1/19 1:15,8693,32,115,0.291,0.01,0.658,16.03,1.633,1.012,0.382,0.064,1.379,23.17,1.798,1.079,0.394,0.083,2.062,24.35,1.841,1.1,-3.373,-3.006
2/1/19 1:30,8694,32,130,0.291,0.01,0.612,15.98,1.632,1.012,0.382,0.064,1.425,23.17,1.798,1.078,0.393,0.083,2.06,24.3,1.84,1.101,-3.388,-3.05
2/1/19 1:45,8695,32,145,0.29,0.01,0.653,15.94,1.631,1.013,0.382,0.063,1.396,23.17,1.798,1.077,0.393,0.082,2.036,24.3,1.84,1.099,-3.367,-3.017
2/1/19 2:00,8696,32,200,0.289,0.01,0.626,15.9,1.63,1.012,0.382,0.064,1.447,23.17,1.798,1.078,0.393,0.082,2.083,24.3,1.84,1.1,-2.703,-2.902
2/1/19 2:15,8697,32,215,0.289,0.01,0.601,15.9,1.63,1.013,0.381,0.063,1.406,23.12,1.797,1.077,0.393,0.082,2.108,24.3,1.84,1.1,-2.782,-2.733
2/1/19 2:30,8698,32,230,0.289,0.01,0.681,15.85,1.629,1.012,0.381,0.064,1.421,23.12,1.797,1.078,0.393,0.082,2.044,24.3,1.84,1.1,-2.345,-2.297
2/1/19 2:45,8699,32,245,0.288,0.01,0.631,15.81,1.628,1.012,0.381,0.063,1.377,23.12,1.797,1.077,0.393,0.083,2.029,24.3,1.84,1.101,-1.639,-0.976
2/1/19 3:00,8700,32,300,0.288,0.01,0.584,15.77,1.626,1.012,0.381,0.063,1.392,23.11,1.797,1.078,0.393,0.083,2.102,24.29,1.84,1.101,-0.881,-0.111
2/1/19 3:15,8701,32,315,0.287,0.01,0.654,15.73,1.625,1.012,0.381,0.063,1.428,23.06,1.796,1.077,0.393,0.083,2.038,24.24,1.839,1.1,-0.139,1.06
2/1/19 3:30,8702,32,330,0.287,0.01,0.606,15.72,1.625,1.012,0.381,0.063,1.391,23.06,1.796,1.077,0.393,0.083,2.063,24.25,1.839,1.1,-0.007,1.257
2/1/19 3:45,8703,32,345,0.286,0.01,0.611,15.68,1.624,1.012,0.381,0.064,1.38,23.06,1.796,1.078,0.393,0.083,2.081,24.3,1.84,1.101,0.195,1.218
2/1/19 4:00,8704,32,400,0.286,0.01,0.639,15.64,1.623,1.012,0.381,0.063,1.391,23.06,1.796,1.077,0.393,0.083,2.004,24.3,1.84,1.1,0.204,1.532
2/1/19 4:15,8705,32,415,0.285,0.01,0.65,15.6,1.622,1.012,0.38,0.063,1.424,23.01,1.795,1.077,0.393,0.083,2.087,24.29,1.84,1.101,0.25,1.451
2/1/19 4:30,8706,32,430,0.285,0.01,0.636,15.59,1.622,1.012,0.38,0.063,1.421,23.01,1.795,1.077,0.393,0.082,2.075,24.24,1.839,1.1,0.183,1.473
2/1/19 4:45,8707,32,445,0.284,0.009,0.643,15.55,1.621,1.012,0.38,0.063,1.42,23.01,1.795,1.077,0.393,0.082,2.047,24.24,1.839,1.1,0.163,1.597
2/1/19 5:00,8708,32,500,0.284,0.01,0.624,15.51,1.62,1.012,0.379,0.063,1.451,22.96,1.794,1.077,0.393,0.082,2.061,24.24,1.839,1.1,0.182,1.966
2/1/19 5:15,8709,32,515,0.284,0.009,0.653,15.51,1.62,1.012,0.379,0.063,1.413,22.96,1.794,1.077,0.393,0.082,2.055,24.24,1.839,1.1,0.216,2.178
2/1/19 5:30,8710,32,530,0.283,0.01,0.624,15.46,1.619,1.012,0.379,0.063,1.388,22.96,1.794,1.077,0.393,0.082,2.055,24.24,1.839,1.1,0.216,2.444
2/1/19 5:45,8711,32,545,0.282,0.01,0.645,15.42,1.617,1.012,0.379,0.063,1.418,22.96,1.794,1.077,0.392,0.082,2.052,24.19,1.838,1.1,0.204,2.465
2/1/19 6:00,8712,32,600,0.282,0.01,0.611,15.42,1.617,1.012,0.379,0.063,1.417,22.91,1.793,1.077,0.392,0.082,2.003,24.19,1.838,1.1,0.213,2.563
2/1/19 6:15,8713,32,615,0.282,0.009,0.645,15.38,1.616,1.012,0.379,0.062,1.36,22.91,1.793,1.076,0.392,0.082,2.037,24.19,1.838,1.099,0.182,2.704
2/1/19 6:30,8714,32,630,0.281,0.01,0.643,15.34,1.615,1.012,0.379,0.063,1.458,22.9,1.793,1.077,0.392,0.082,2.052,24.19,1.838,1.099,0.148,2.683
2/1/19 6:45,8715,32,645,0.281,0.01,0.621,15.34,1.615,1.012,0.378,0.063,1.422,22.85,1.792,1.077,0.392,0.083,2.049,24.14,1.837,1.1,0.105,2.617
2/1/19 7:00,8716,32,700,0.28,0.01,0.616,15.29,1.614,1.012,0.378,0.062,1.423,22.86,1.792,1.076,0.392,0.082,2.054,24.14,1.837,1.099,0.134,2.574
2/1/19 7:15,8717,32,715,0.28,0.01,0.633,15.25,1.613,1.012,0.378,0.062,1.408,22.86,1.792,1.076,0.392,0.082,2.042,24.14,1.837,1.1,0.175,2.748
2/1/19 7:30,8718,32,730,0.28,0.009,0.658,15.25,1.613,1.012,0.378,0.063,1.443,22.85,1.791,1.077,0.392,0.082,2.031,24.14,1.837,1.1,0.121,2.634
2/1/19 7:45,8719,32,745,0.279,0.009,0.651,15.21,1.612,1.012,0.378,0.063,1.391,22.8,1.79,1.077,0.392,0.083,2.049,24.13,1.837,1.1,0.177,2.655
2/1/19 8:00,8720,32,800,0.279,0.009,0.641,15.21,1.612,1.012,0.378,0.062,1.426,22.8,1.79,1.076,0.391,0.082,2.045,24.08,1.836,1.1,0.204,2.726
2/1/19 8:15,8721,32,815,0.278,0.009,0.63,15.17,1.611,1.011,0.378,0.063,1.408,22.8,1.79,1.077,0.391,0.082,2.038,24.03,1.834,1.1,0.181,2.759
2/1/19 8:30,8722,32,830,0.278,0.009,0.649,15.13,1.609,1.011,0.378,0.063,1.45,22.8,1.79,1.077,0.391,0.082,2.07,24.03,1.834,1.1,0.183,2.889
2/1/19 8:45,8723,32,845,0.278,0.009,0.656,15.13,1.609,1.011,0.378,0.063,1.439,22.8,1.79,1.077,0.391,0.082,2.056,24.03,1.834,1.1,0.21,3.205
2/1/19 9:00,8724,32,900,0.278,0.009,0.621,15.12,1.609,1.012,0.377,0.062,1.422,22.75,1.789,1.076,0.391,0.082,2.017,24.03,1.834,1.1,0.286,3.357
2/1/19 9:15,8725,32,915,0.277,0.009,0.61,15.08,1.608,1.012,0.377,0.063,1.424,22.75,1.789,1.077,0.39,0.082,2.065,23.98,1.833,1.1,0.275,3.641
2/1/19 9:30,8726,32,930,0.276,0.01,0.679,15.04,1.607,1.012,0.377,0.062,1.424,22.75,1.789,1.076,0.39,0.082,2.069,23.98,1.833,1.1,0.35,4.175
2/1/19 9:45,8727,32,945,0.276,0.01,0.66,15.04,1.607,1.012,0.377,0.063,1.454,22.75,1.789,1.077,0.391,0.082,2.088,24.03,1.834,1.1,0.291,4.29
2/1/19 10:00,8728,32,1000,0.276,0.009,0.682,15,1.606,1.011,0.377,0.063,1.408,22.7,1.788,1.077,0.391,0.082,2.051,24.03,1.834,1.099,0.317,4.46
2/1/19 10:15,8729,32,1015,0.276,0.009,0.692,14.99,1.606,1.012,0.377,0.063,1.401,22.7,1.788,1.077,0.391,0.082,2.071,24.03,1.834,1.1,0.335,4.712
2/1/19 10:30,8730,32,1030,0.275,0.009,0.655,14.96,1.605,1.012,0.377,0.063,1.388,22.7,1.788,1.077,0.39,0.082,2.028,23.98,1.833,1.1,0.333,4.754
2/1/19 10:45,8731,32,1045,0.275,0.009,0.66,14.95,1.605,1.012,0.377,0.063,1.418,22.69,1.788,1.076,0.39,0.082,2.01,23.98,1.833,1.099,0.322,4.631
2/1/19 11:00,8732,32,1100,0.274,0.009,0.64,14.91,1.604,1.012,0.376,0.063,1.419,22.65,1.787,1.077,0.39,0.082,2.051,23.98,1.833,1.099,0.35,4.642
2/1/19 11:15,8733,32,1115,0.274,0.009,0.663,14.91,1.604,1.011,0.376,0.063,1.394,22.65,1.787,1.077,0.39,0.081,2.039,23.97,1.833,1.099,0.351,4.766
2/1/19 11:30,8734,32,1130,0.274,0.009,0.641,14.91,1.604,1.012,0.376,0.062,1.417,22.65,1.787,1.076,0.39,0.082,2.074,23.92,1.832,1.1,0.345,4.793
2/1/19 11:45,8735,32,1145,0.274,0.009,0.679,14.87,1.603,1.011,0.376,0.062,1.405,22.65,1.787,1.076,0.39,0.082,2.073,23.92,1.832,1.099,0.614,5.134
2/1/19 12:00,8736,32,1200,0.274,0.009,0.658,14.87,1.603,1.011,0.376,0.062,1.359,22.64,1.787,1.077,0.39,0.082,2.056,23.92,1.832,1.099,0.487,6.29
2/1/19 12:15,8737,32,1215,0.273,0.009,0.657,14.83,1.602,1.011,0.376,0.062,1.39,22.59,1.786,1.076,0.39,0.082,2.02,23.92,1.832,1.099,0.447,6.257
2/1/19 12:30,8738,32,1230,0.273,0.009,0.691,14.83,1.602,1.011,0.376,0.062,1.402,22.59,1.786,1.076,0.39,0.081,2.027,23.92,1.832,1.099,0.505,6.268
2/1/19 12:45,8739,32,1245,0.273,0.009,0.652,14.83,1.602,1.011,0.376,0.063,1.442,22.59,1.786,1.077,0.389,0.082,2.072,23.87,1.831,1.099,0.456,5.992
2/1/19 13:00,8740,32,1300,0.274,0.009,0.665,14.87,1.603,1.011,0.376,0.062,1.38,22.59,1.786,1.076,0.389,0.082,2.036,23.87,1.831,1.099,0.366,5.72
2/1/19 13:15,8741,32,1315,0.274,0.009,0.666,14.92,1.604,1.011,0.376,0.062,1.428,22.59,1.786,1.076,0.389,0.082,2.033,23.87,1.831,1.099,0.363,5.506
2/1/19 13:30,8742,32,1330,0.276,0.009,0.642,15,1.606,1.011,0.375,0.062,1.385,22.54,1.785,1.076,0.389,0.082,2.032,23.87,1.831,1.099,0.425,5.606
2/1/19 13:45,8743,32,1345,0.277,0.009,0.646,15.09,1.608,1.011,0.375,0.062,1.428,22.54,1.785,1.076,0.389,0.081,2.06,23.87,1.831,1.099,0.448,5.666
2/1/19 14:00,8744,32,1400,0.278,0.009,0.665,15.13,1.61,1.011,0.375,0.062,1.436,22.54,1.785,1.076,0.389,0.082,2.078,23.82,1.83,1.099,0.44,5.804
2/1/19 14:15,8745,32,1415,0.278,0.009,0.669,15.17,1.611,1.011,0.375,0.062,1.412,22.54,1.785,1.076,0.389,0.082,2.081,23.82,1.83,1.099,0.457,5.865
2/1/19 14:30,8746,32,1430,0.28,0.009,0.647,15.26,1.613,1.011,0.375,0.062,1.372,22.54,1.785,1.076,0.389,0.081,2.041,23.82,1.83,1.099,0.404,5.981
2/1/19 14:45,8747,32,1445,0.28,0.009,0.668,15.3,1.614,1.011,0.375,0.062,1.452,22.55,1.785,1.076,0.389,0.082,2.026,23.82,1.83,1.1,0.46,6.135
2/1/19 15:00,8748,32,1500,0.282,0.009,0.627,15.38,1.616,1.012,0.376,0.062,1.429,22.59,1.786,1.076,0.389,0.081,2.025,23.81,1.83,1.099,0.403,6.069
2/1/19 15:15,8749,32,1515,0.282,0.009,0.647,15.43,1.618,1.011,0.376,0.062,1.404,22.59,1.786,1.076,0.388,0.081,2.041,23.76,1.829,1.099,0.36,5.776
2/1/19 15:30,8750,32,1530,0.284,0.009,0.631,15.51,1.62,1.012,0.376,0.062,1.434,22.59,1.786,1.076,0.387,0.081,2.019,23.71,1.828,1.099,0.408,5.584
2/1/19 15:45,8751,32,1545,0.284,0.009,0.659,15.56,1.621,1.012,0.376,0.063,1.436,22.59,1.786,1.077,0.387,0.081,2.053,23.71,1.828,1.099,0.343,5.319
2/1/19 16:00,8752,32,1600,0.286,0.009,0.625,15.64,1.623,1.012,0.376,0.062,1.42,22.6,1.786,1.076,0.387,0.081,2.03,23.71,1.828,1.099,0.381,5.056
