TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_tow4_North_2017.CR1,58121,Enviro,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/12/18 1:15,34885,285,115,0.03,0,3.911,2.995,1.203,1,0.032,0,7.143,3.077,1.213,1,0.077,0.001,8.38,4.87,1.276,1,0.009,4779,4.667,NAN,-117.4
10/12/18 1:30,34886,285,130,0.03,0,3.858,2.994,1.203,1,0.032,0,7.105,3.078,1.213,1,0.077,0,8.38,4.871,1.276,1,0.009,4781,4.669,NAN,-111.5
10/12/18 1:45,34887,285,145,0.03,0,3.801,2.992,1.203,1,0.032,0,7.119,3.076,1.213,1,0.077,0,8.38,4.871,1.276,1,0.009,4779,4.667,NAN,-111.5
10/12/18 2:00,34888,285,200,0.03,0,3.721,2.993,1.203,1,0.032,0,7.106,3.078,1.213,1,0.077,0.001,8.38,4.871,1.276,1,0.009,4779,4.667,NAN,-111.5
10/12/18 2:15,34889,285,215,0.03,0,3.661,2.993,1.203,1,0.032,0,7.078,3.082,1.213,1,0.077,0,8.36,4.871,1.276,1,0.009,4779,4.667,NAN,-111.5
10/12/18 2:30,34890,285,230,0.03,0,3.585,2.995,1.203,1,0.032,0,7.074,3.077,1.213,1,0.077,0,8.36,4.873,1.276,1,0.009,4777,4.665,NAN,-111.5
10/12/18 2:45,34891,285,245,0.03,0,3.539,2.993,1.203,1,0.032,0,7.059,3.077,1.213,1,0.077,0,8.4,4.872,1.276,1,0.009,4774,4.662,NAN,-111.5
10/12/18 3:00,34892,285,300,0.03,0,3.492,2.992,1.203,1,0.032,0,7.045,3.077,1.213,1,0.077,0.001,8.38,4.87,1.276,1.001,0.009,4774,4.662,NAN,-117.4
10/12/18 3:15,34893,285,315,0.03,0,3.439,2.993,1.203,1,0.032,0,7.031,3.076,1.213,1,0.077,0,8.36,4.872,1.276,1,0.009,4774,4.662,NAN,-111.5
10/12/18 3:30,34894,285,330,0.03,0,3.353,2.994,1.203,1,0.032,0,7.031,3.08,1.213,1,0.077,0,8.37,4.872,1.276,1,0.009,4773,4.661,NAN,-117.4
10/12/18 3:45,34895,285,345,0.03,0.001,3.317,2.991,1.203,1,0.032,0,7,3.079,1.213,1,0.077,0.001,8.39,4.87,1.276,1,0.009,4774,4.662,NAN,-111.5
10/12/18 4:00,34896,285,400,0.03,0,3.227,2.993,1.203,1,0.032,0,6.982,3.079,1.213,1,0.077,0.001,8.37,4.87,1.276,1,0.009,4772,4.661,NAN,-111.5
10/12/18 4:15,34897,285,415,0.03,0,3.185,2.993,1.203,1,0.032,0,6.964,3.078,1.213,1,0.077,0,8.32,4.871,1.276,1,0.009,4771,4.659,NAN,-117.4
10/12/18 4:30,34898,285,430,0.03,0,3.122,2.994,1.203,1,0.032,0,6.941,3.077,1.213,1,0.077,0,8.37,4.872,1.276,1,0.009,4772,4.66,NAN,-108
10/12/18 4:45,34899,285,445,0.03,0,3.061,2.993,1.203,1,0.032,0,6.932,3.08,1.213,1,0.077,0,8.37,4.873,1.276,1,0.009,4773,4.661,NAN,-108
10/12/18 5:00,34900,285,500,0.029,0.001,3.032,2.989,1.203,1.001,0.032,0,6.919,3.083,1.213,1,0.077,0,8.37,4.871,1.276,1,0.009,4773,4.661,NAN,-111.5
10/12/18 5:15,34901,285,515,0.029,0,2.978,2.969,1.202,1,0.032,0,6.894,3.079,1.213,1,0.077,0,8.39,4.871,1.276,1,0.009,4773,4.661,NAN,-117.4
10/12/18 5:30,34902,285,530,0.029,0,2.89,2.97,1.202,1,0.032,0,6.888,3.081,1.213,1,0.077,0,8.38,4.873,1.276,1,0.009,4772,4.66,NAN,-117.4
10/12/18 5:45,34903,285,545,0.029,0.001,2.879,2.968,1.202,1,0.032,0,6.87,3.078,1.213,1,0.077,0,8.37,4.872,1.276,1,0.009,4770,4.659,NAN,-111.5
10/12/18 6:00,34904,285,600,0.029,0,2.844,2.969,1.202,1,0.032,0,6.849,3.078,1.213,1,0.077,0,8.36,4.872,1.276,1,0.009,4770,4.659,NAN,-111.5
10/12/18 6:15,34905,285,615,0.029,0,2.772,2.97,1.202,1,0.032,0,6.831,3.081,1.213,1,0.077,0.001,8.36,4.871,1.276,1,0.009,4771,4.659,NAN,-117.4
10/12/18 6:30,34906,285,630,0.029,0,2.709,2.969,1.202,1,0.032,0,6.812,3.079,1.213,1,0.077,0.001,8.36,4.871,1.276,1,0.009,4771,4.659,NAN,-117.4
10/12/18 6:45,34907,285,645,0.029,0,2.688,2.971,1.202,1,0.032,0,6.814,3.078,1.213,1,0.077,0.001,8.36,4.869,1.276,1.001,0.009,4773,4.661,NAN,-108
10/12/18 7:00,34908,285,700,0.029,0.001,2.631,2.969,1.202,1,0.032,0,6.765,3.077,1.213,1,0.077,0,8.38,4.871,1.276,1,0.009,4778,4.666,NAN,-117.4
10/12/18 7:15,34909,285,715,0.029,0.001,2.577,2.969,1.202,1,0.032,0,6.771,3.077,1.213,1,0.077,0,8.36,4.872,1.276,1,0.009,4791,4.679,NAN,-111.5
10/12/18 7:30,34910,285,730,0.029,0,2.564,2.969,1.202,1,0.032,0,6.739,3.078,1.213,1,0.077,0,8.36,4.871,1.276,1,0.009,4797,4.685,NAN,-111.5
10/12/18 7:45,34911,285,745,0.029,0,2.507,2.97,1.202,1,0.032,0,6.723,3.081,1.213,1,0.077,0.001,8.37,4.871,1.276,1.001,0.009,4802,4.689,NAN,-117.4
10/12/18 8:00,34912,285,800,0.029,0,2.501,2.97,1.202,1,0.032,-0.001,6.693,3.084,1.213,0.999,0.077,0.001,8.38,4.869,1.276,1.001,0.009,4800,4.688,NAN,-111.5
10/12/18 8:15,34913,285,815,0.029,0,2.461,2.97,1.202,1,0.032,-0.001,6.687,3.084,1.213,0.999,0.077,0.001,8.36,4.869,1.276,1.001,0.01,4801,4.688,NAN,-111.5
10/12/18 8:30,34914,285,830,0.029,0.001,2.517,2.968,1.202,1,0.032,0,6.68,3.077,1.213,1,0.077,0.001,8.32,4.871,1.276,1,0.01,4805,4.692,NAN,-111.5
10/12/18 8:45,34915,285,845,0.029,0,2.479,2.97,1.202,1,0.032,0,6.623,3.077,1.213,1,0.077,0,8.35,4.871,1.276,1,0.01,4812,4.7,NAN,-108
10/12/18 9:00,34916,285,900,0.029,0,2.516,2.971,1.202,1,0.032,0,6.595,3.079,1.213,1,0.077,0,8.34,4.871,1.276,1,0.01,4829,4.716,NAN,-111.5
10/12/18 9:15,34917,285,915,0.029,0,2.509,2.971,1.202,1,0.032,0,6.561,3.079,1.213,1,0.077,0.001,8.34,4.869,1.276,1.001,0.01,4839,4.726,NAN,-117.4
10/12/18 9:30,34918,285,930,0.029,0,2.528,2.969,1.202,1,0.032,0,6.586,3.079,1.213,1,0.077,0.001,8.34,4.871,1.276,1.001,0.01,4842,4.729,NAN,NAN
10/12/18 9:45,34919,285,945,0.029,0,2.549,2.97,1.202,1,0.032,0,6.577,3.077,1.213,1,0.077,0.001,8.35,4.869,1.276,1.001,0.011,4847,4.733,NAN,-111.5
10/12/18 10:00,34920,285,1000,0.029,0,2.596,2.97,1.202,1,0.032,0,6.533,3.077,1.213,1,0.077,0,8.34,4.872,1.276,1,0.011,4850,4.737,NAN,-117.4
