TOA5,CR1000_tower1_subcanopy_sap,CR1000,80162,CR1000.Std.29,CPU:SH_tow1_meadow_2017.CR1,28698,Enviro,
12/2/18 17:45,10290,336,1745,0.131,2346,2.291,-5.455,-4.052
12/2/18 18:00,10291,336,1800,0.131,2348,2.293,-7.581,-4.289
12/2/18 18:15,10292,336,1815,0.131,2353,2.298,-8.86,-4.724
12/2/18 18:30,10293,336,1830,0.131,2356,2.301,-9.51,-5.264
12/2/18 18:45,10294,336,1845,0.131,2360,2.305,-10.04,-5.846
12/2/18 19:00,10295,336,1900,0.131,2363,2.308,-10.63,-6.408
12/2/18 19:15,10296,336,1915,0.131,2365,2.309,-10.95,-6.969
12/2/18 19:30,10297,336,1930,0.131,2364,2.309,-11.04,-7.425
12/2/18 19:45,10298,336,1945,0.131,2369,2.313,-11.37,-7.842
12/2/18 20:00,10299,336,2000,0.131,2369,2.313,-11.6,-8.23
12/2/18 20:15,10300,336,2015,0.131,2372,2.316,-11.3,-8.59
12/2/18 20:30,10301,336,2030,0.131,2370,2.315,-11.11,-8.86
12/2/18 20:45,10302,336,2045,0.131,2367,2.312,-11.79,-9.06
12/2/18 21:00,10303,336,2100,0.131,2372,2.316,-12.04,-9.29
12/2/18 21:15,10304,336,2115,0.131,2373,2.318,-12.31,-9.53
12/2/18 21:30,10305,336,2130,0.131,2373,2.318,-12.76,-9.78
12/2/18 21:45,10306,336,2145,0.131,2374,2.319,-13.29,-10.09
12/2/18 22:00,10307,336,2200,0.131,2377,2.321,-13.8,-10.44
12/2/18 22:15,10308,336,2215,0.131,2379,2.323,-14.01,-10.74
12/2/18 22:30,10309,336,2230,0.131,2382,2.326,-13.95,-11.06
12/2/18 22:45,10310,336,2245,0.131,2383,2.327,-14.16,-11.29
12/2/18 23:00,10311,336,2300,0.131,2383,2.327,-14.57,-11.5
12/2/18 23:15,10312,336,2315,0.131,2386,2.33,-15.12,-11.76
12/2/18 23:30,10313,336,2330,0.131,2388,2.332,-15.34,-12.05
12/2/18 23:45,10314,336,2345,0.131,2387,2.331,-15.16,-12.33
12/3/18 0:00,10315,337,0,0.131,2387,2.332,-15.41,-12.56
12/3/18 0:15,10316,337,15,0.131,2389,2.333,-15.84,-12.75
12/3/18 0:30,10317,337,30,0.131,2391,2.335,-16.32,-12.97
12/3/18 0:45,10318,337,45,0.131,2392,2.336,-16.56,-13.24
12/3/18 1:00,10319,337,100,0.131,2393,2.336,-16.65,-13.49
12/3/18 1:15,10320,337,115,0.131,2397,2.34,-16.79,-13.73
12/3/18 1:30,10321,337,130,0.131,2397,2.34,-16.93,-13.95
12/3/18 1:45,10322,337,145,0.131,2396,2.34,-17.36,-14.16
12/3/18 2:00,10323,337,200,0.131,2396,2.34,-17.32,-14.36
12/3/18 2:15,10324,337,215,0.131,2396,2.34,-17.64,-14.58
12/3/18 2:30,10325,337,230,0.131,2399,2.343,-17.86,-14.81
12/3/18 2:45,10326,337,245,0.131,2401,2.345,-17.96,-15.03
12/3/18 3:00,10327,337,300,0.131,2400,2.343,-18.09,-15.22
12/3/18 3:15,10328,337,315,0.131,2401,2.344,-18.26,-15.42
12/3/18 3:30,10329,337,330,0.131,2402,2.345,-18.49,-15.59
12/3/18 3:45,10330,337,345,0.131,2405,2.348,-18.67,-15.79
12/3/18 4:00,10331,337,400,0.131,2406,2.35,-18.86,-15.97
12/3/18 4:15,10332,337,415,0.131,2407,2.351,-19.03,-16.16
12/3/18 4:30,10333,337,430,0.131,2406,2.35,-19.16,-16.33
12/3/18 4:45,10334,337,445,0.131,2410,2.353,-19.23,-16.5
12/3/18 5:00,10335,337,500,0.131,2413,2.356,-19.64,-16.7
12/3/18 5:15,10336,337,515,0.131,2413,2.356,-19.57,-16.86
12/3/18 5:30,10337,337,530,0.131,2412,2.356,-19.67,-17.02
12/3/18 5:45,10338,337,545,0.131,2411,2.355,-19.61,-17.14
12/3/18 6:00,10339,337,600,0.132,2412,2.355,-19.77,-17.22
12/3/18 6:15,10340,337,615,0.132,2413,2.356,-19.45,-17.3
12/3/18 6:30,10341,337,630,0.132,2412,2.355,-19.86,-17.34
12/3/18 6:45,10342,337,645,0.132,2412,2.356,-19.93,-17.44
12/3/18 7:00,10343,337,700,0.132,2412,2.355,-19.65,-17.52
12/3/18 7:15,10344,337,715,0.132,2412,2.355,-19.45,-17.56
12/3/18 7:30,10345,337,730,0.132,2413,2.357,-19.71,-17.59
12/3/18 7:45,10346,337,745,0.132,2413,2.356,-20.11,-17.64
12/3/18 8:00,10347,337,800,0.132,2414,2.358,-19.91,-17.72
12/3/18 8:15,10348,337,815,0.132,2413,2.356,-20.07,-17.75
12/3/18 8:30,10349,337,830,0.132,2413,2.356,-19.9,-17.72
12/3/18 8:45,10350,337,845,0.132,2411,2.354,-19.49,-17.56
12/3/18 9:00,10351,337,900,0.132,2410,2.354,-19.54,-17.22
12/3/18 9:15,10352,337,915,0.132,2406,2.35,-19.18,-16.73
12/3/18 9:30,10353,337,930,0.132,2405,2.349,-18.99,-16.36
12/3/18 9:45,10354,337,945,0.132,2405,2.348,-18.27,-15.9
12/3/18 10:00,10355,337,1000,0.132,2401,2.345,-17.84,-15.32
12/3/18 10:15,10356,337,1015,0.132,2394,2.338,-17.19,-14.6
12/3/18 10:30,10357,337,1030,0.132,2387,2.331,-16.16,-13.67
12/3/18 10:45,10358,337,1045,0.132,2380,2.325,-15.17,-12.46
12/3/18 11:00,10359,337,1100,0.132,2376,2.32,-14.21,-11.28
12/3/18 11:15,10360,337,1115,0.132,2371,2.315,-13.29,-10.07
12/3/18 11:30,10361,337,1130,0.132,2366,2.311,-12.44,-8.84
12/3/18 11:45,10362,337,1145,0.132,2364,2.308,-11.52,-7.734
12/3/18 12:00,10363,337,1200,0.132,2362,2.307,-11.12,-6.795
12/3/18 12:15,10364,337,1215,0.132,2362,2.306,-10.24,-5.893
12/3/18 12:30,10365,337,1230,0.132,2360,2.305,-9.7,-5.017
12/3/18 12:45,10366,337,1245,0.132,2361,2.306,-9.31,-4.278
12/3/18 13:00,10367,337,1300,0.132,2359,2.304,-8.37,-3.608
12/3/18 13:15,10368,337,1315,0.132,2359,2.304,-8.23,-2.87
12/3/18 13:30,10369,337,1330,0.132,2357,2.302,-8.11,-2.387
12/3/18 13:45,10370,337,1345,0.132,2357,2.302,-7.462,-2.019
12/3/18 14:00,10371,337,1400,0.132,2356,2.3,-7.103,-1.738
12/3/18 14:15,10372,337,1415,0.132,2354,2.298,-6.98,-1.567
12/3/18 14:30,10373,337,1430,0.132,2353,2.298,-6.898,-1.448
12/3/18 14:45,10374,337,1445,0.132,2354,2.299,-5.733,-1.497
12/3/18 15:00,10375,337,1500,0.132,2353,2.298,-5.004,-1.356
12/3/18 15:15,10376,337,1515,0.132,2354,2.298,-4.406,-1.215
12/3/18 15:30,10377,337,1530,0.132,2356,2.3,-4.464,-1.03
12/3/18 15:45,10378,337,1545,0.132,2355,2.3,-5.26,-1.16
12/3/18 16:00,10379,337,1600,0.132,2356,2.301,-4.994,-1.437
12/3/18 16:15,10380,337,1615,0.132,2359,2.303,-4.62,-1.502
12/3/18 16:30,10381,337,1630,0.132,2359,2.304,-4.629,-1.655
12/3/18 16:45,10382,337,1645,0.132,2359,2.303,-4.457,-1.78
12/3/18 17:00,10383,337,1700,0.132,2357,2.302,-4.327,-1.932
12/3/18 17:15,10384,337,1715,0.132,2359,2.304,-4.474,-2.221
12/3/18 17:30,10385,337,1730,0.132,2360,2.305,-4.399,-2.498
12/3/18 17:45,10386,337,1745,0.132,2358,2.303,-4.6,-2.749
12/3/18 18:00,10387,337,1800,0.132,2360,2.304,-4.623,-2.968
12/3/18 18:15,10388,337,1815,0.132,2361,2.306,-4.571,-3.132
12/3/18 18:30,10389,337,1830,0.132,2361,2.305,-4.699,-3.285
12/3/18 18:45,10390,337,1845,0.132,2359,2.303,-5.196,-3.416
12/3/18 19:00,10391,337,1900,0.133,2361,2.306,-5.931,-3.602
12/3/18 19:15,10392,337,1915,0.133,2366,2.31,-5.503,-3.844
12/3/18 19:30,10393,337,1930,0.133,2365,2.31,-5.919,-3.992
12/3/18 19:45,10394,337,1945,0.133,2368,2.312,-6.631,-4.179
12/3/18 20:00,10395,337,2000,0.133,2367,2.312,-6.011,-4.399
12/3/18 20:15,10396,337,2015,0.133,2368,2.312,-5.803,-4.509
12/3/18 20:30,10397,337,2030,0.133,2369,2.313,-5.688,-4.553
12/3/18 20:45,10398,337,2045,0.133,2368,2.313,-6.041,-4.586
12/3/18 21:00,10399,337,2100,0.133,2370,2.314,-5.718,-4.641
12/3/18 21:15,10400,337,2115,0.133,2370,2.315,-5.446,-4.641
12/3/18 21:30,10401,337,2130,0.133,2371,2.316,-5.207,-4.607
12/3/18 21:45,10402,337,2145,0.133,2373,2.318,-5.054,-4.58
12/3/18 22:00,10403,337,2200,0.133,2375,2.319,-4.96,-4.552
12/3/18 22:15,10404,337,2215,0.133,2374,2.318,-4.87,-4.508
12/3/18 22:30,10405,337,2230,0.133,2375,2.32,-4.804,-4.443
12/3/18 22:45,10406,337,2245,0.133,2381,2.325,-4.79,-4.376
12/3/18 23:00,10407,337,2300,0.133,2381,2.325,-4.741,-4.321
12/3/18 23:15,10408,337,2315,0.133,2382,2.326,-4.76,-4.294
12/3/18 23:30,10409,337,2330,0.133,2385,2.329,-5.18,-4.305
12/3/18 23:45,10410,337,2345,0.133,2386,2.33,-5.335,-4.354
12/4/18 0:00,10411,338,0,0.133,2385,2.33,-6.084,-4.464
12/4/18 0:15,10412,338,15,0.133,2388,2.332,-5.744,-4.641
12/4/18 0:30,10413,338,30,0.133,2392,2.336,-5.811,-4.741
12/4/18 0:45,10414,338,45,0.133,2393,2.337,-5.42,-4.806
12/4/18 1:00,10415,338,100,0.133,2398,2.342,-5.736,-4.85
12/4/18 1:15,10416,338,115,0.133,2400,2.344,-6.066,-4.927
12/4/18 1:30,10417,338,130,0.133,2401,2.345,-5.863,-5.003
12/4/18 1:45,10418,338,145,0.133,2407,2.35,-5.62,-5.064
12/4/18 2:00,10419,338,200,0.134,2405,2.349,-5.427,-5.069
12/4/18 2:15,10420,338,215,0.134,2405,2.349,-5.352,-5.06
12/4/18 2:30,10421,338,230,0.134,2405,2.348,-5.241,-5.003
12/4/18 2:45,10422,338,245,0.134,2403,2.347,-5.157,-4.959
12/4/18 3:00,10423,338,300,0.134,2365,2.309,-5.152,-4.914
12/4/18 3:15,10424,338,315,0.134,2369,2.313,-5.17,-4.892
12/4/18 3:30,10425,338,330,0.134,2373,2.317,-5.196,-4.892
12/4/18 3:45,10426,338,345,0.134,2374,2.318,-5.249,-4.892
12/4/18 4:00,10427,338,400,0.134,2372,2.316,-5.244,-4.914
12/4/18 4:15,10428,338,415,0.134,2373,2.318,-5.523,-4.909
12/4/18 4:30,10429,338,430,0.134,2373,2.318,-5.15,-4.925
12/4/18 4:45,10430,338,445,0.134,2373,2.318,-5.113,-4.914
12/4/18 5:00,10431,338,500,0.134,2373,2.317,-5.092,-4.88
12/4/18 5:15,10432,338,515,0.134,2373,2.317,-5.113,-4.849
12/4/18 5:30,10433,338,530,0.134,2373,2.318,-5.138,-4.848
12/4/18 5:45,10434,338,545,0.134,2373,2.317,-5.259,-4.902
12/4/18 6:00,10435,338,600,0.134,2375,2.319,-5.408,-4.959
12/4/18 6:15,10436,338,615,0.134,2373,2.318,-5.479,-5.069
12/4/18 6:30,10437,338,630,0.134,2374,2.318,-5.515,-5.124
12/4/18 6:45,10438,338,645,0.134,2373,2.318,-5.435,-5.163
12/4/18 7:00,10439,338,700,0.134,2373,2.318,-5.447,-5.202
12/4/18 7:15,10440,338,715,0.134,2374,2.318,-5.43,-5.223
12/4/18 7:30,10441,338,730,0.134,2373,2.318,-5.391,-5.218
12/4/18 7:45,10442,338,745,0.134,2374,2.318,-5.373,-5.213
12/4/18 8:00,10443,338,800,0.134,2374,2.318,-5.441,-5.235
12/4/18 8:15,10444,338,815,0.134,2374,2.318,-5.489,-5.289
12/4/18 8:30,10445,338,830,0.134,2375,2.319,-5.507,-5.333
12/4/18 8:45,10446,338,845,0.134,2374,2.318,-5.469,-5.322
12/4/18 9:00,10447,338,900,0.134,2374,2.319,-5.469,-5.289
12/4/18 9:15,10448,338,915,0.134,2373,2.318,-5.399,-5.245
12/4/18 9:30,10449,338,930,0.135,2373,2.318,-5.367,-5.063
12/4/18 9:45,10450,338,945,0.135,2373,2.317,-5.305,-4.83
12/4/18 10:00,10451,338,1000,0.135,2373,2.317,-5.14,-4.659
12/4/18 10:15,10452,338,1015,0.135,2374,2.318,-4.906,-4.472
12/4/18 10:30,10453,338,1030,0.135,2368,2.313,-4.82,-4.17
12/4/18 10:45,10454,338,1045,0.135,2369,2.314,-4.679,-3.951
12/4/18 11:00,10455,338,1100,0.135,2370,2.314,-4.399,-3.64
12/4/18 11:15,10456,338,1115,0.135,2368,2.313,-4.339,-3.47
12/4/18 11:30,10457,338,1130,0.135,2368,2.312,-4.103,-3.196
12/4/18 11:45,10458,338,1145,0.135,2369,2.314,-4.058,-2.924
12/4/18 12:00,10459,338,1200,0.135,2370,2.314,-3.96,-2.788
12/4/18 12:15,10460,338,1215,0.135,2370,2.315,-4.09,-2.798
12/4/18 12:30,10461,338,1230,0.135,2370,2.315,-4.033,-2.957
12/4/18 12:45,10462,338,1245,0.135,2371,2.315,-3.951,-2.973
12/4/18 13:00,10463,338,1300,0.135,2368,2.312,-3.906,-3.066
12/4/18 13:15,10464,338,1315,0.135,2370,2.314,-3.843,-2.99
12/4/18 13:30,10465,338,1330,0.135,2368,2.313,-3.684,-2.859
12/4/18 13:45,10466,338,1345,0.135,2368,2.313,-3.46,-2.629
12/4/18 14:00,10467,338,1400,0.135,2368,2.312,-3.53,-2.438
12/4/18 14:15,10468,338,1415,0.135,2368,2.312,-3.612,-2.417
12/4/18 14:30,10469,338,1430,0.135,2368,2.313,-3.596,-2.537
12/4/18 14:45,10470,338,1445,0.136,2368,2.312,-3.604,-2.662
12/4/18 15:00,10471,338,1500,0.136,2368,2.312,-3.616,-2.738
12/4/18 15:15,10472,338,1515,0.136,2367,2.312,-3.592,-2.728
12/4/18 15:30,10473,338,1530,0.136,2368,2.312,-3.526,-2.662
12/4/18 15:45,10474,338,1545,0.136,2368,2.312,-3.448,-2.558
12/4/18 16:00,10475,338,1600,0.136,2368,2.312,-3.333,-2.509
12/4/18 16:15,10476,338,1615,0.136,2367,2.312,-3.394,-2.498
12/4/18 16:30,10477,338,1630,0.136,2368,2.312,-3.689,-2.493
12/4/18 16:45,10478,338,1645,0.136,2369,2.313,-3.803,-2.651
12/4/18 17:00,10479,338,1700,0.136,2367,2.312,-3.693,-2.815
12/4/18 17:15,10480,338,1715,0.136,2369,2.314,-3.713,-3.017
12/4/18 17:30,10481,338,1730,0.136,2369,2.313,-3.767,-3.214
12/4/18 17:45,10482,338,1745,0.135,2369,2.313,-3.749,-3.378
12/4/18 18:00,10483,338,1800,0.136,2377,2.321,-3.745,-3.466
12/4/18 18:15,10484,338,1815,0.136,2388,2.332,-3.86,-3.515
12/4/18 18:30,10485,338,1830,0.136,2372,2.316,-3.85,-3.57
12/4/18 18:45,10486,338,1845,0.136,2378,2.323,-4.12,-3.63
12/4/18 19:00,10487,338,1900,0.136,2374,2.318,-4.324,-3.729
12/4/18 19:15,10488,338,1915,0.136,2374,2.318,-4.37,-3.827
12/4/18 19:30,10489,338,1930,0.136,2377,2.321,-4.323,-3.904
12/4/18 19:45,10490,338,1945,0.136,2373,2.317,-4.097,-3.921
12/4/18 20:00,10491,338,2000,0.136,2373,2.317,-4.112,-3.91
12/4/18 20:15,10492,338,2015,0.136,2373,2.318,-4.243,-3.877
12/4/18 20:30,10493,338,2030,0.136,2373,2.317,-4.236,-3.877
12/4/18 20:45,10494,338,2045,0.136,2373,2.318,-4.157,-3.915
12/4/18 21:00,10495,338,2100,0.136,2375,2.32,-4.228,-3.921
12/4/18 21:15,10496,338,2115,0.136,2376,2.32,-4.238,-3.937
12/4/18 21:30,10497,338,2130,0.136,2375,2.319,-4.074,-3.937
12/4/18 21:45,10498,338,2145,0.136,2376,2.32,-4.081,-3.937
12/4/18 22:00,10499,338,2200,0.136,2371,2.316,-4.109,-3.959
12/4/18 22:15,10500,338,2215,0.136,2364,2.309,-4.195,-3.992
12/4/18 22:30,10501,338,2230,0.136,2365,2.31,-4.225,-4.041
12/4/18 22:45,10502,338,2245,0.136,2369,2.313,-4.324,-4.069
12/4/18 23:00,10503,338,2300,0.136,2371,2.315,-4.546,-4.113
12/4/18 23:15,10504,338,2315,0.136,2371,2.315,-4.587,-4.173
12/4/18 23:30,10505,338,2330,0.136,2366,2.311,-4.492,-4.223
12/4/18 23:45,10506,338,2345,0.136,2367,2.311,-4.437,-4.234
12/5/18 0:00,10507,339,0,0.136,2365,2.31,-4.518,-4.256
12/5/18 0:15,10508,339,15,0.136,2366,2.311,-4.444,-4.267
12/5/18 0:30,10509,339,30,0.136,2364,2.309,-4.432,-4.261
12/5/18 0:45,10510,339,45,0.137,2366,2.31,-4.387,-4.256
12/5/18 1:00,10511,339,100,0.137,2366,2.31,-4.372,-4.234
12/5/18 1:15,10512,339,115,0.137,2364,2.309,-4.388,-4.217
12/5/18 1:30,10513,339,130,0.137,2352,2.297,-4.427,-4.217
12/5/18 1:45,10514,339,145,0.137,2359,2.304,-4.512,-4.223
12/5/18 2:00,10515,339,200,0.137,2363,2.307,-4.488,-4.245
12/5/18 2:15,10516,339,215,0.137,3200,3.125,-4.473,-4.256
12/5/18 2:30,10517,339,230,0.137,2374,2.318,-4.378,-4.234
12/5/18 2:45,10518,339,245,0.137,2368,2.313,-4.524,-4.228
12/5/18 3:00,10519,339,300,0.137,2383,2.327,-4.522,-4.239
12/5/18 3:15,10520,339,315,0.137,2409,2.353,-4.469,-4.272
12/5/18 3:30,10521,339,330,0.137,2373,2.318,-4.488,-4.278
12/5/18 3:45,10522,339,345,0.137,2846,2.779,-4.591,-4.289
12/5/18 4:00,10523,339,400,0.138,4348,4.246,-4.687,-4.338
12/5/18 4:15,10524,339,415,0.138,2681,2.619,-4.745,-4.41
12/5/18 4:30,10525,339,430,0.138,2333,2.278,-4.781,-4.465
12/5/18 4:45,10526,339,445,0.138,4012,3.918,-4.786,-4.509
12/5/18 5:00,10527,339,500,0.138,3864,3.774,-4.828,-4.564
12/5/18 5:15,10528,339,515,0.138,3516,3.433,-4.824,-4.586
12/5/18 5:30,10529,339,530,0.138,2460,2.402,-4.792,-4.581
12/5/18 5:45,10530,339,545,0.138,3152,3.078,-4.853,-4.602
12/5/18 6:00,10531,339,600,0.139,3502,3.42,-4.965,-4.635
12/5/18 6:15,10532,339,615,0.139,3164,3.09,-5.053,-4.69
12/5/18 6:30,10533,339,630,0.139,4688,4.578,-4.968,-4.723
12/5/18 6:45,10534,339,645,0.139,3310,3.233,-4.932,-4.74
12/5/18 7:00,10535,339,700,0.139,2302,2.248,-4.91,-4.751
12/5/18 7:15,10536,339,715,0.139,2476,2.418,-4.938,-4.74
12/5/18 7:30,10537,339,730,0.139,2801,2.735,-4.908,-4.723
12/5/18 7:45,10538,339,745,0.14,2637,2.575,-4.916,-4.718
12/5/18 8:00,10539,339,800,0.14,2284,2.23,-4.914,-4.69
12/5/18 8:15,10540,339,815,0.14,2279,2.226,-4.539,-4.629
12/5/18 8:30,10541,339,830,0.14,2278,2.225,-4.622,-4.503
12/5/18 8:45,10542,339,845,0.14,2285,2.231,-4.474,-4.212
12/5/18 9:00,10543,339,900,0.14,2283,2.23,-4.445,-3.849
12/5/18 9:15,10544,339,915,0.14,2288,2.234,-4.176,-3.438
12/5/18 9:30,10545,339,930,0.14,4349,4.247,-3.784,-3.088
12/5/18 9:45,10546,339,945,0.14,2278,2.225,-3.672,-2.618
12/5/18 10:00,10547,339,1000,0.141,2276,2.223,-3.409,-2.215
12/5/18 10:15,10548,339,1015,0.141,2294,2.24,-3.147,-1.981
12/5/18 10:30,10549,339,1030,0.141,2275,2.222,-2.739,-1.415
12/5/18 10:45,10550,339,1045,0.141,2257,2.204,-2.147,-0.623
12/5/18 11:00,10551,339,1100,0.141,2272,2.219,-1.77,-0.07
12/5/18 11:15,10552,339,1115,0.141,2262,2.209,-1.309,0.667
12/5/18 11:30,10553,339,1130,0.141,2256,2.203,-0.757,1.481
12/5/18 11:45,10554,339,1145,0.141,2249,2.196,-0.697,1.649
12/5/18 12:00,10555,339,1200,0.141,2249,2.196,-1.089,1.691
12/5/18 12:15,10556,339,1215,0.141,2249,2.197,-0.715,1.529
12/5/18 12:30,10557,339,1230,0.141,2249,2.196,-1.109,1.691
12/5/18 12:45,10558,339,1245,0.141,2249,2.196,-0.607,1.673
12/5/18 13:00,10559,339,1300,0.141,2250,2.197,-0.623,1.747
12/5/18 13:15,10560,339,1315,0.141,2247,2.194,0.146,1.78
12/5/18 13:30,10561,339,1330,0.141,2250,2.197,0.603,1.8
12/5/18 13:45,10562,339,1345,0.141,2249,2.196,0.622,1.838
12/5/18 14:00,10563,339,1400,0.141,2240,2.187,0.619,1.892
12/5/18 14:15,10564,339,1415,0.141,2237,2.184,0.405,1.941
12/5/18 14:30,10565,339,1430,0.141,2244,2.191,0.534,1.941
12/5/18 14:45,10566,339,1445,0.141,2247,2.194,0.378,1.914
12/5/18 15:00,10567,339,1500,0.141,2246,2.193,0.255,1.882
12/5/18 15:15,10568,339,1515,0.141,2249,2.197,0.141,1.871
12/5/18 15:30,10569,339,1530,0.141,2248,2.195,0.373,1.871
12/5/18 15:45,10570,339,1545,0.141,2249,2.196,0.434,1.887
12/5/18 16:00,10571,339,1600,0.141,2250,2.197,0.431,1.903
12/5/18 16:15,10572,339,1615,0.141,2250,2.197,0.244,1.871
12/5/18 16:30,10573,339,1630,0.141,2250,2.198,0.011,1.844
12/5/18 16:45,10574,339,1645,0.141,2251,2.198,-0.052,1.833
12/5/18 17:00,10575,339,1700,0.141,2253,2.2,-0.224,1.822
12/5/18 17:15,10576,339,1715,0.14,2254,2.201,-1.329,1.827
12/5/18 17:30,10577,339,1730,0.14,2255,2.202,-1.313,1.778
12/5/18 17:45,10578,339,1745,0.14,2255,2.202,-0.843,1.523
12/5/18 18:00,10579,339,1800,0.14,2255,2.202,-0.76,0.954
12/5/18 18:15,10580,339,1815,0.14,2257,2.204,-1.782,-0.281
12/5/18 18:30,10581,339,1830,0.14,2260,2.207,-2.057,-0.888
12/5/18 18:45,10582,339,1845,0.14,2261,2.208,-2.148,-1.261
12/5/18 19:00,10583,339,1900,0.14,2260,2.207,-2.212,-1.466
12/5/18 19:15,10584,339,1915,0.14,2260,2.207,-2.291,-1.661
12/5/18 19:30,10585,339,1930,0.139,2261,2.208,-2.378,-1.813
12/5/18 19:45,10586,339,1945,0.139,2265,2.212,-2.522,-1.981
12/5/18 20:00,10587,339,2000,0.139,2265,2.212,-2.578,-2.095
12/5/18 20:15,10588,339,2015,0.139,2266,2.213,-2.652,-2.221
12/5/18 20:30,10589,339,2030,0.139,2266,2.213,-2.735,-2.329
12/5/18 20:45,10590,339,2045,0.139,2270,2.217,-2.861,-2.455
12/5/18 21:00,10591,339,2100,0.139,2269,2.216,-2.878,-2.575
12/5/18 21:15,10592,339,2115,0.138,2270,2.217,-2.917,-2.64
12/5/18 21:30,10593,339,2130,0.138,2268,2.215,-2.978,-2.7
12/5/18 21:45,10594,339,2145,0.138,2269,2.216,-3.034,-2.744
12/5/18 22:00,10595,339,2200,0.138,2270,2.216,-3.059,-2.717
12/5/18 22:15,10596,339,2215,0.138,2270,2.217,-3.171,-2.815
12/5/18 22:30,10597,339,2230,0.138,2270,2.217,-3.202,-2.924
12/5/18 22:45,10598,339,2245,0.138,2269,2.216,-3.243,-2.88
12/5/18 23:00,10599,339,2300,0.138,2272,2.219,-3.316,-3.044
12/5/18 23:15,10600,339,2315,0.138,2273,2.22,-3.305,-3.137
12/5/18 23:30,10601,339,2330,0.138,2275,2.221,-3.26,-3.17
12/5/18 23:45,10602,339,2345,0.138,2273,2.22,-3.133,-3.192
12/6/18 0:00,10603,340,0,0.138,2275,2.222,-3.184,-3.159
12/6/18 0:15,10604,340,15,0.137,2274,2.221,-3.358,-3.203
12/6/18 0:30,10605,340,30,0.137,2274,2.22,-3.461,-3.279
12/6/18 0:45,10606,340,45,0.137,2275,2.221,-3.502,-3.165
12/6/18 1:00,10607,340,100,0.137,2274,2.221,-3.515,-3.34
12/6/18 1:15,10608,340,115,0.137,2274,2.221,-3.585,-3.416
12/6/18 1:30,10609,340,130,0.137,2274,2.221,-3.582,-3.466
12/6/18 1:45,10610,340,145,0.137,2275,2.221,-3.701,-3.493
12/6/18 2:00,10611,340,200,0.137,2275,2.222,-3.768,-3.586
12/6/18 2:15,10612,340,215,0.137,2278,2.224,-3.838,-3.668
12/6/18 2:30,10613,340,230,0.137,2278,2.225,-3.898,-3.761
12/6/18 2:45,10614,340,245,0.137,2280,2.227,-3.951,-3.827
12/6/18 3:00,10615,340,300,0.137,2279,2.225,-4.019,-3.882
12/6/18 3:15,10616,340,315,0.137,2281,2.228,-4.06,-3.943
12/6/18 3:30,10617,340,330,0.137,2282,2.228,-4.119,-4.014
12/6/18 3:45,10618,340,345,0.137,2283,2.23,-4.217,-4.085
12/6/18 4:00,10619,340,400,0.137,2284,2.23,-4.318,-4.173
12/6/18 4:15,10620,340,415,0.137,2284,2.23,-4.346,-4.234
12/6/18 4:30,10621,340,430,0.137,2284,2.231,-4.446,-4.294
12/6/18 4:45,10622,340,445,0.136,2285,2.231,-4.48,-4.388
12/6/18 5:00,10623,340,500,0.136,2286,2.232,-4.547,-4.448
12/6/18 5:15,10624,340,515,0.136,2285,2.231,-4.56,-4.487
12/6/18 5:30,10625,340,530,0.137,2283,2.229,-4.595,-4.509
12/6/18 5:45,10626,340,545,0.136,2285,2.232,-4.608,-4.542
12/6/18 6:00,10627,340,600,0.136,2284,2.231,-4.613,-4.553
12/6/18 6:15,10628,340,615,0.136,2285,2.231,-4.637,-4.564
12/6/18 6:30,10629,340,630,0.136,2285,2.231,-4.647,-4.58
12/6/18 6:45,10630,340,645,0.136,2285,2.231,-4.601,-4.58
12/6/18 7:00,10631,340,700,0.136,2285,2.232,-4.6,-4.553
12/6/18 7:15,10632,340,715,0.136,2285,2.232,-4.577,-4.531
12/6/18 7:30,10633,340,730,0.136,2285,2.232,-4.556,-4.509
12/6/18 7:45,10634,340,745,0.136,2285,2.231,-4.553,-4.487
12/6/18 8:00,10635,340,800,0.136,2285,2.232,-4.545,-4.459
12/6/18 8:15,10636,340,815,0.136,2286,2.232,-4.542,-4.443
12/6/18 8:30,10637,340,830,0.136,2286,2.232,-4.511,-4.399
12/6/18 8:45,10638,340,845,0.136,2288,2.234,-4.444,-4.332
12/6/18 9:00,10639,340,900,0.136,2289,2.235,-4.377,-4.239
12/6/18 9:15,10640,340,915,0.136,2290,2.236,-4.378,-4.129
12/6/18 9:30,10641,340,930,0.136,2290,2.236,-4.18,-3.964
12/6/18 9:45,10642,340,945,0.136,2290,2.236,-4.057,-3.75
12/6/18 10:00,10643,340,1000,0.136,2290,2.236,-3.833,-3.487
12/6/18 10:15,10644,340,1015,0.136,2289,2.236,-3.56,-3.132
12/6/18 10:30,10645,340,1030,0.136,2290,2.236,-3.357,-2.793
12/6/18 10:45,10646,340,1045,0.136,2294,2.24,-3.228,-2.548
12/6/18 11:00,10647,340,1100,0.136,2293,2.24,-3.149,-2.346
12/6/18 11:15,10648,340,1115,0.136,2293,2.239,-3.119,-2.161
12/6/18 11:30,10649,340,1130,0.136,2294,2.24,-2.957,-1.981
12/6/18 11:45,10650,340,1145,0.136,2295,2.241,-2.849,-1.796
12/6/18 12:00,10651,340,1200,0.136,2296,2.242,-2.811,-1.725
