TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_Site4_North_3_09302016.CR1,41026,Enviro,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/2/17 7:00,35204,275,700,0.037,0.001,2.474,3.294,1.217,1,0.044,0.001,6.767,3.573,1.236,1.001,0.089,0.001,7.621,5.38,1.298,1.001,0.01,-203.5,-78,0,NAN,-273.2
10/2/17 7:15,35205,275,715,0.037,0.001,2.448,3.294,1.217,1,0.045,0.001,6.729,3.573,1.236,1.001,0.089,0,7.602,5.383,1.298,1,0.01,-203.5,-78.55,0,NAN,-273.2
10/2/17 7:30,35206,275,730,0.037,0.001,2.371,3.292,1.217,1.001,0.045,0,6.732,3.575,1.236,1,0.089,0,7.598,5.383,1.298,1,0.01,-200.1,-83.1,0,NAN,-273.2
10/2/17 7:45,35207,275,745,0.037,0.001,2.332,3.294,1.217,1,0.044,0.001,6.694,3.57,1.236,1.001,0.089,0.001,7.585,5.38,1.298,1.001,0.01,-200.3,-82.6,0,NAN,-273.2
10/2/17 8:00,35208,275,800,0.037,0.001,2.324,3.294,1.217,1,0.044,0,6.666,3.574,1.236,1.001,0.089,0,7.589,5.383,1.298,1,0.01,-202,-80.3,0,NAN,-273.2
10/2/17 8:15,35209,275,815,0.037,0,2.284,3.296,1.217,1,0.044,0.001,6.656,3.573,1.236,1.001,0.089,0,7.61,5.383,1.298,1,0.01,-202.8,-79.27,0,NAN,-273.2
10/2/17 8:30,35210,275,830,0.037,0.001,2.28,3.293,1.217,1,0.044,0.001,6.638,3.572,1.236,1.001,0.089,0.001,7.602,5.381,1.298,1.001,0.011,-203.2,-79,0,NAN,-273.2
10/2/17 8:45,35211,275,845,0.037,0,2.344,3.295,1.217,1,0.044,0,6.618,3.574,1.236,1.001,0.089,0,7.594,5.382,1.298,1,0.011,-200.9,-81.7,0,NAN,-273.2
10/2/17 9:00,35212,275,900,0.037,0.001,2.325,3.294,1.217,1,0.045,0.001,6.561,3.573,1.236,1.001,0.089,0,7.601,5.383,1.298,1,0.011,-202.2,-79.88,0,NAN,-273.2
10/2/17 9:15,35213,275,915,0.037,0.001,2.349,3.292,1.217,1.001,0.045,0,6.51,3.576,1.236,1,0.089,0,7.624,5.384,1.298,1,0.011,-203.2,-78.73,0,NAN,-273.2
10/2/17 9:30,35214,275,930,0.037,0.001,2.396,3.292,1.217,1.001,0.044,0,6.522,3.574,1.236,1.001,0.089,0.001,7.598,5.382,1.298,1.001,0.011,-201.6,-80.9,0,NAN,-273.2
10/2/17 9:45,35215,275,945,0.037,0,2.479,3.296,1.217,1,0.044,0.001,6.498,3.573,1.236,1.001,0.089,0,7.619,5.385,1.298,1,0.012,-202.8,-79.03,0,NAN,-273.2
10/2/17 10:00,35216,275,1000,0.037,0,2.529,3.295,1.217,1,0.044,0.001,6.478,3.573,1.236,1.001,0.089,0,7.604,5.383,1.298,1,0.012,-202.5,-79.78,0,NAN,-273.2
10/2/17 10:15,35217,275,1015,0.037,0.001,2.572,3.292,1.217,1.001,0.045,0,6.467,3.575,1.236,1,0.089,0,7.597,5.383,1.298,1,0.012,-202.4,-79.24,0,NAN,-273.2
10/2/17 10:30,35218,275,1030,0.037,0.001,2.685,3.293,1.217,1,0.045,0,6.469,3.577,1.236,1,0.089,0,7.606,5.384,1.298,1,0.013,-204.4,-76.99,0,NAN,-273.2
10/2/17 10:45,35219,275,1045,0.037,0.001,2.789,3.294,1.217,1,0.044,0.001,6.38,3.571,1.236,1.001,0.089,0,7.619,5.383,1.298,1,0.013,-203.9,-77.6,0,NAN,-273.2
10/2/17 11:00,35220,275,1100,0.037,0.001,2.926,3.294,1.217,1,0.045,0,6.38,3.58,1.236,1,0.089,0.001,7.602,5.381,1.298,1.001,0.013,-203.1,-78.58,0,NAN,-273.2
10/2/17 11:15,35221,275,1115,0.037,0.001,3.136,3.291,1.217,1.001,0.044,0.001,6.365,3.57,1.236,1.001,0.089,0.001,7.593,5.381,1.298,1.001,0.013,-204.6,-76.54,0,NAN,-273.2
10/2/17 11:30,35222,275,1130,0.037,0.001,3.377,3.293,1.217,1,0.044,0.002,6.309,3.565,1.236,1.002,0.089,0.001,7.589,5.382,1.298,1,0.013,-204.1,-77.3,0,NAN,-273.2
10/2/17 11:45,35223,275,1145,0.037,0.001,3.674,3.294,1.217,1.001,0.044,0.002,6.274,3.566,1.236,1.002,0.089,0,7.57,5.385,1.298,1,0.013,-206.3,-74.05,0,NAN,-273.2
10/2/17 12:00,35224,275,1200,0.038,0.001,4.062,3.318,1.218,1,0.044,0.001,6.252,3.57,1.236,1.001,0.089,0.001,7.612,5.381,1.298,1.001,0.013,-205.6,-75.35,0,NAN,-273.2
10/2/17 12:15,35225,275,1215,0.038,0.001,4.46,3.316,1.218,1.001,0.045,0,6.25,3.576,1.236,1,0.089,0,7.621,5.383,1.298,1,0.013,-206.8,-73.55,0,NAN,-273.2
10/2/17 12:30,35226,275,1230,0.038,0.001,4.827,3.317,1.218,1,0.045,0,6.264,3.576,1.236,1,0.089,0,7.594,5.383,1.298,1,0.013,-206.6,-73.98,0,NAN,-273.2
10/2/17 12:45,35227,275,1245,0.038,0.001,5.269,3.316,1.218,1,0.045,0.001,6.224,3.572,1.236,1.001,0.089,0.001,7.6,5.381,1.298,1.001,0.013,-208.2,-71.65,0,NAN,-273.2
10/2/17 13:00,35228,275,1300,0.038,0.001,5.598,3.317,1.218,1,0.045,0,6.209,3.575,1.236,1,0.089,0.001,7.608,5.382,1.298,1,0.013,-206.5,-74.19,0,NAN,-273.2
10/2/17 13:15,35229,275,1315,0.038,0.001,5.868,3.317,1.218,1,0.044,0.001,6.186,3.569,1.236,1.001,0.089,0,7.605,5.382,1.298,1,0.013,-207.1,-73.21,0,NAN,-273.2
10/2/17 13:30,35230,275,1330,0.038,0.001,6.076,3.316,1.218,1.001,0.044,0.001,6.179,3.57,1.236,1.001,0.089,0,7.6,5.383,1.298,1,0.012,-207.5,-72.66,0,NAN,-273.2
10/2/17 13:45,35231,275,1345,0.038,0.001,6.21,3.317,1.218,1,0.044,0.002,6.156,3.565,1.236,1.002,0.089,0.001,7.565,5.382,1.298,1,0.012,-207.2,-73.21,0,NAN,-273.2
10/2/17 14:00,35232,275,1400,0.038,0,6.254,3.318,1.218,1,0.045,0,6.156,3.578,1.236,1,0.089,0.001,7.576,5.382,1.298,1.001,0.011,-207.9,-72.22,0,NAN,-273.2
10/2/17 14:15,35233,275,1415,0.038,0,6.321,3.319,1.218,1,0.044,0.001,6.196,3.568,1.236,1.002,0.089,0.001,7.584,5.381,1.298,1.001,0.011,-205.8,-75.19,0,NAN,-273.2
10/2/17 14:30,35234,275,1430,0.038,0.001,6.329,3.317,1.218,1,0.044,0.001,6.167,3.567,1.236,1.002,0.089,0.001,7.611,5.38,1.298,1.001,0.011,-203.6,-78.15,0,NAN,-273.2
10/2/17 14:45,35235,275,1445,0.038,0.001,6.361,3.318,1.218,1,0.044,0.001,6.184,3.567,1.236,1.002,0.089,0.001,7.606,5.381,1.298,1.001,0.011,-204.6,-76.44,0,NAN,-273.2
10/2/17 15:00,35236,275,1500,0.038,0.001,6.39,3.317,1.218,1,0.044,0.001,6.195,3.572,1.236,1.001,0.089,0,7.576,5.383,1.298,1,0.011,-205,-75.99,0,NAN,-273.2
10/2/17 15:15,35237,275,1515,0.038,0,6.395,3.318,1.218,1,0.044,0.001,6.192,3.569,1.236,1.001,0.089,0.001,7.582,5.38,1.298,1.001,0.011,-207.4,-72.58,0,NAN,-273.2
10/2/17 15:30,35238,275,1530,0.038,0,6.395,3.318,1.218,1,0.044,0.001,6.186,3.567,1.236,1.002,0.089,0,7.555,5.384,1.298,1,0.011,-208.5,-71.6,0,NAN,-273.2
10/2/17 15:45,35239,275,1545,0.038,0,6.352,3.319,1.218,1,0.044,0.001,6.232,3.569,1.236,1.001,0.089,0,7.591,5.383,1.298,1,0.011,-207.9,-72.02,0,NAN,-273.2
10/2/17 16:00,35240,275,1600,0.038,0.001,6.329,3.316,1.218,1.001,0.045,0,6.249,3.575,1.236,1,0.089,0.001,7.595,5.381,1.298,1.001,0.011,-206.9,-73.66,0,NAN,-273.2
10/2/17 16:15,35241,275,1615,0.038,0.001,6.355,3.316,1.218,1.001,0.045,0,6.295,3.575,1.236,1,0.089,0,7.581,5.384,1.298,1,0.011,-205.6,-75.33,0,NAN,-273.2
10/2/17 16:30,35242,275,1630,0.038,0.001,6.296,3.317,1.218,1,0.045,0.001,6.272,3.571,1.236,1.001,0.089,0.001,7.579,5.382,1.298,1.001,0.011,-205.3,-75.56,0,NAN,-273.2
10/2/17 16:45,35243,275,1645,0.038,0,6.285,3.318,1.218,1,0.045,0,6.336,3.575,1.236,1,0.089,0.001,7.581,5.381,1.298,1.001,0.01,-204.7,-76.45,0,NAN,-273.2
10/2/17 17:00,35244,275,1700,0.038,0.001,6.283,3.315,1.218,1.001,0.045,0,6.331,3.58,1.236,1,0.089,0.001,7.61,5.381,1.298,1.001,0.01,-203.3,-78.43,0,NAN,-273.2
10/2/17 17:15,35245,275,1715,0.038,0.001,6.248,3.317,1.218,1,0.045,0,6.303,3.58,1.236,1,0.089,0,7.589,5.383,1.298,1,0.01,-204.5,-76.57,0,NAN,-273.2
10/2/17 17:30,35246,275,1730,0.038,0,6.233,3.318,1.218,1,0.045,0,6.309,3.575,1.236,1,0.089,0.001,7.571,5.381,1.298,1.001,0.01,-205.7,-75.06,0,NAN,-273.2
10/2/17 17:45,35247,275,1745,0.038,0.001,6.207,3.316,1.218,1.001,0.045,0,6.32,3.575,1.236,1,0.089,0,7.588,5.383,1.298,1,0.01,-205.1,-75.96,0,NAN,-273.2
10/2/17 18:00,35248,275,1800,0.038,0.001,6.153,3.316,1.218,1.001,0.044,0.001,6.389,3.567,1.236,1.002,0.089,0,7.595,5.382,1.298,1,0.01,-203.7,-77.84,0,NAN,-273.2
10/2/17 18:15,35249,275,1815,0.038,0.001,6.055,3.317,1.218,1,0.044,0.001,6.38,3.57,1.236,1.001,0.089,0,7.584,5.383,1.298,1,0.01,-203.9,-77.65,0,NAN,-273.2
10/2/17 18:30,35250,275,1830,0.038,0,5.97,3.318,1.218,1,0.044,0.001,6.42,3.567,1.236,1.002,0.089,0,7.572,5.383,1.298,1,0.01,-205.7,-75.08,0,NAN,-273.2
10/2/17 18:45,35251,275,1845,0.038,0,5.908,3.318,1.218,1,0.045,0,6.431,3.579,1.236,1,0.089,0,7.562,5.383,1.298,1,0.01,-205.8,-75.1,0,NAN,-273.2
10/2/17 19:00,35252,275,1900,0.038,0.001,5.741,3.318,1.218,1,0.045,0,6.427,3.575,1.236,1,0.089,0,7.579,5.383,1.298,1,0.01,-204.4,-77.14,0,NAN,-273.2
10/2/17 19:15,35253,275,1915,0.038,0.001,5.677,3.315,1.218,1.001,0.045,0,6.493,3.575,1.236,1,0.089,0,7.578,5.383,1.298,1,0.01,-204.4,-77,0,NAN,-273.2
10/2/17 19:30,35254,275,1930,0.038,0.001,5.562,3.316,1.218,1.001,0.044,0.001,6.487,3.571,1.236,1.001,0.089,0.001,7.526,5.382,1.298,1,0.01,-203.2,-78.6,0,NAN,-273.2
10/2/17 19:45,35255,275,1945,0.038,0,5.468,3.318,1.218,1,0.045,0.001,6.52,3.573,1.236,1.001,0.089,0.001,7.567,5.38,1.298,1,0.01,-205.1,-76.03,0,NAN,-273.2
10/2/17 20:00,35256,275,2000,0.038,0.001,5.336,3.315,1.218,1.001,0.045,0,6.472,3.577,1.236,1,0.088,0,7.565,5.357,1.296,1,0.01,-204.4,-77.1,0,NAN,-273.2
10/2/17 20:15,35257,275,2015,0.038,0.001,5.216,3.315,1.218,1.001,0.045,0,6.505,3.576,1.236,1,0.089,0,7.579,5.382,1.298,1,0.01,-202.8,-79.07,0,NAN,-273.2
10/2/17 20:30,35258,275,2030,0.038,0,5.028,3.32,1.218,1,0.045,0,6.496,3.578,1.236,1,0.089,0,7.582,5.381,1.298,1,0.01,-203.8,-77.77,0,NAN,-273.2
10/2/17 20:45,35259,275,2045,0.038,0.001,4.973,3.317,1.218,1,0.045,0,6.533,3.577,1.236,1,0.088,0.001,7.587,5.356,1.296,1,0.01,-203.3,-78.6,0,NAN,-273.2
10/2/17 21:00,35260,275,2100,0.038,0.001,4.789,3.315,1.218,1.001,0.045,0,6.536,3.579,1.236,1,0.089,0,7.621,5.383,1.298,1,0.01,-202.8,-79.22,0,NAN,-273.2
10/2/17 21:15,35261,275,2115,0.038,0,4.753,3.32,1.218,1,0.045,0,6.541,3.578,1.236,1,0.089,0.001,7.552,5.382,1.298,1.001,0.01,-202.3,-79.74,0,NAN,-273.2
10/2/17 21:30,35262,275,2130,0.038,0.001,4.596,3.317,1.218,1,0.045,0,6.535,3.574,1.236,1.001,0.089,0.001,7.552,5.379,1.298,1.001,0.01,-203.7,-77.96,0,NAN,-273.2
10/2/17 21:45,35263,275,2145,0.038,0,4.465,3.319,1.218,1,0.045,0,6.538,3.577,1.236,1,0.088,0.001,7.546,5.354,1.296,1.001,0.01,-203.4,-78.37,0,NAN,-273.2
10/2/17 22:00,35264,275,2200,0.038,0,4.321,3.32,1.218,1,0.045,0.001,6.532,3.572,1.236,1.001,0.088,0,7.578,5.356,1.296,1,0.01,-205.8,-75.19,0,NAN,-273.2
10/2/17 22:15,35265,275,2215,0.038,0,4.25,3.318,1.218,1,0.045,0,6.521,3.575,1.236,1,0.088,0,7.566,5.355,1.296,1,0.01,-206.1,-74.7,0,NAN,-273.2
10/2/17 22:30,35266,275,2230,0.038,0.001,4.101,3.317,1.218,1,0.045,0,6.534,3.576,1.236,1,0.088,0,7.546,5.355,1.296,1,0.01,-205.5,-75.43,0,NAN,-273.2
10/2/17 22:45,35267,275,2245,0.038,0.001,4.021,3.317,1.218,1,0.044,0.001,6.561,3.573,1.236,1.001,0.088,0.001,7.549,5.355,1.296,1,0.01,-205.5,-75.79,0,NAN,-273.2
10/2/17 23:00,35268,275,2300,0.038,0.001,3.9,3.315,1.218,1.001,0.044,0,6.538,3.575,1.236,1,0.088,0.001,7.553,5.354,1.296,1.001,0.01,-202.5,-79.66,0,NAN,-273.2
10/2/17 23:15,35269,275,2315,0.038,0.001,3.826,3.316,1.218,1.001,0.044,0,6.527,3.574,1.236,1.001,0.088,0.001,7.568,5.354,1.296,1.001,0.01,-201.6,-81,0,NAN,-273.2
10/2/17 23:30,35270,275,2330,0.038,0.001,3.709,3.315,1.218,1.001,0.044,0.001,6.529,3.574,1.236,1.001,0.088,0.001,7.54,5.354,1.296,1,0.01,-201.9,-80.4,0,NAN,-273.2
10/2/17 23:45,35271,275,2345,0.038,0.001,3.598,3.315,1.218,1.001,0.044,0.001,6.479,3.573,1.236,1.001,0.088,0,7.536,5.356,1.296,1,0.01,-202.3,-79.68,0,NAN,-273.2
10/3/17 0:00,35272,276,0,0.038,0.001,3.502,3.318,1.218,1,0.044,0.001,6.478,3.574,1.236,1.001,0.088,0,7.549,5.356,1.296,1,0.01,-203.6,-78.02,0,NAN,-273.2
10/3/17 0:15,35273,276,15,0.038,0,3.413,3.318,1.218,1,0.044,0.001,6.466,3.57,1.236,1.001,0.088,0,7.549,5.355,1.296,1,0.01,-203.5,-78.28,0,NAN,-273.2
10/3/17 0:30,35274,276,30,0.038,0,3.303,3.318,1.218,1,0.045,0,6.501,3.577,1.236,1,0.088,0.001,7.511,5.353,1.296,1.001,0.01,-204.8,-76.46,0,NAN,-273.2
10/3/17 0:45,35275,276,45,0.038,0.001,3.198,3.317,1.218,1,0.044,0.001,6.515,3.572,1.236,1.001,0.088,0.001,7.55,5.353,1.296,1.001,0.01,-204.1,-77.57,0,NAN,-273.2
10/3/17 1:00,35276,276,100,0.038,0.001,3.152,3.315,1.218,1,0.044,0.001,6.525,3.572,1.236,1.001,0.088,0.001,7.516,5.354,1.296,1.001,0.01,-202.6,-79.81,0,NAN,-273.2
10/3/17 1:15,35277,276,115,0.037,0.001,3.065,3.294,1.217,1,0.045,0,6.466,3.574,1.236,1.001,0.088,0.001,7.54,5.355,1.296,1,0.01,-202.8,-79.17,0,NAN,-273.2
10/3/17 1:30,35278,276,130,0.037,0.001,2.996,3.294,1.217,1,0.045,0,6.455,3.576,1.236,1,0.088,0.001,7.537,5.354,1.296,1,0.01,-201.5,-81.3,0,NAN,-273.2
10/3/17 1:45,35279,276,145,0.037,0.001,2.928,3.292,1.217,1.001,0.045,0,6.449,3.576,1.236,1,0.088,0,7.526,5.356,1.296,1,0.01,-200.9,-81.5,0,NAN,-273.2
10/3/17 2:00,35280,276,200,0.037,0.001,2.839,3.293,1.217,1,0.044,0.001,6.408,3.572,1.236,1.001,0.088,0,7.495,5.355,1.296,1,0.01,-202.3,-80.1,0,NAN,-273.2
10/3/17 2:15,35281,276,215,0.037,0.001,2.776,3.293,1.217,1,0.045,0,6.381,3.574,1.236,1.001,0.088,0.001,7.511,5.355,1.296,1,0.01,-201.1,-81.7,0,NAN,-273.2
10/3/17 2:30,35282,276,230,0.037,0.001,2.669,3.291,1.217,1.001,0.045,0,6.396,3.575,1.236,1,0.088,0,7.513,5.355,1.296,1,0.01,-201.6,-81,0,NAN,-273.2
10/3/17 2:45,35283,276,245,0.037,0.001,2.575,3.293,1.217,1,0.045,0.001,6.406,3.573,1.236,1.001,0.088,0,7.504,5.355,1.296,1,0.01,-201.5,-81.1,0,NAN,-273.2
10/3/17 3:00,35284,276,300,0.037,0.001,2.577,3.292,1.217,1.001,0.045,0,6.386,3.576,1.236,1,0.088,0,7.527,5.355,1.296,1,0.01,-201,-81.7,0,NAN,-273.2
10/3/17 3:15,35285,276,315,0.037,0.001,2.478,3.292,1.217,1.001,0.044,0.001,6.333,3.573,1.236,1.001,0.088,0,7.503,5.356,1.296,1,0.01,-202,-80.4,0,NAN,-273.2
10/3/17 3:30,35286,276,330,0.037,0.001,2.415,3.292,1.217,1.001,0.044,0.001,6.295,3.573,1.236,1.001,0.088,0,7.477,5.356,1.296,1,0.01,-202.8,-79.25,0,NAN,-273.2
10/3/17 3:45,35287,276,345,0.037,0.001,2.32,3.293,1.217,1,0.044,0.001,6.305,3.572,1.236,1.001,0.088,0.001,7.529,5.354,1.296,1.001,0.01,-202.8,-79.25,0,NAN,-273.2
10/3/17 4:00,35288,276,400,0.037,0,2.351,3.295,1.217,1,0.045,0.001,6.253,3.572,1.236,1.001,0.088,0.001,7.535,5.354,1.296,1.001,0.01,-206,-74.87,0,NAN,-273.2
10/3/17 4:15,35289,276,415,0.037,0,2.247,3.294,1.217,1,0.045,0,6.23,3.577,1.236,1,0.088,0,7.499,5.357,1.296,1,0.01,-205.1,-76.46,0,NAN,-273.2
10/3/17 4:30,35290,276,430,0.037,0,2.162,3.296,1.217,1,0.044,0.001,6.249,3.572,1.236,1.001,0.088,0.001,7.529,5.354,1.296,1,0.01,-202.3,-80.1,0,NAN,-273.2
10/3/17 4:45,35291,276,445,0.037,0,2.123,3.295,1.217,1,0.045,0.001,6.242,3.572,1.236,1.001,0.088,0.001,7.491,5.354,1.296,1,0.01,-201.5,-81.5,0,NAN,-273.2
10/3/17 5:00,35292,276,500,0.037,0,2.048,3.295,1.217,1,0.045,0,6.223,3.574,1.236,1.001,0.088,0,7.494,5.355,1.296,1,0.01,-199.9,-83,0,NAN,-273.2
10/3/17 5:15,35293,276,515,0.037,0,2.029,3.294,1.217,1,0.044,0.001,6.191,3.568,1.236,1.002,0.088,0,7.497,5.355,1.296,1,0.01,-203,-78.78,0,NAN,-273.2
10/3/17 5:30,35294,276,530,0.037,0.001,1.971,3.292,1.217,1.001,0.045,0,6.171,3.577,1.236,1,0.088,0,7.502,5.356,1.296,1,0.01,-201.6,-81.3,0,NAN,-273.2
10/3/17 5:45,35295,276,545,0.037,0.001,1.945,3.293,1.217,1,0.044,0.001,6.165,3.571,1.236,1.001,0.088,0.001,7.491,5.353,1.296,1.001,0.01,-201.9,-80.4,0,NAN,-273.2
10/3/17 6:00,35296,276,600,0.037,0.001,1.875,3.293,1.217,1.001,0.045,0.001,6.155,3.572,1.236,1.001,0.088,0.001,7.502,5.354,1.296,1,0.01,-202.4,-79.89,0,NAN,-273.2
10/3/17 6:15,35297,276,615,0.037,0,1.854,3.295,1.217,1,0.045,0,6.127,3.575,1.236,1.001,0.088,0,7.5,5.355,1.296,1,0.01,-202.3,-80.1,0,NAN,-273.2
10/3/17 6:30,35298,276,630,0.037,0,1.812,3.296,1.217,1,0.044,0.001,6.095,3.572,1.236,1.001,0.088,0,7.502,5.355,1.296,1,0.01,-202.2,-79.84,0,NAN,-273.2
10/3/17 6:45,35299,276,645,0.037,0.001,1.767,3.294,1.217,1,0.045,0.001,6.077,3.574,1.236,1.001,0.088,0.001,7.46,5.355,1.296,1.001,0.01,-204.2,-77.44,0,NAN,-273.2
10/3/17 7:00,35300,276,700,0.037,0.001,1.728,3.294,1.217,1,0.045,0,6.052,3.576,1.236,1,0.088,0.001,7.486,5.354,1.296,1.001,0.01,-203,-79.1,0,NAN,-273.2
10/3/17 7:15,35301,276,715,0.037,0.001,1.729,3.294,1.217,1,0.045,0,6.018,3.575,1.236,1,0.088,0.001,7.469,5.355,1.296,1,0.01,-203.1,-78.93,0,NAN,-273.2
10/3/17 7:30,35302,276,730,0.037,0.001,1.65,3.294,1.217,1,0.045,0.001,6.003,3.572,1.236,1.001,0.088,0.001,7.497,5.355,1.296,1,0.01,-202.6,-79.44,0,NAN,-273.2
10/3/17 7:45,35303,276,745,0.037,0.001,1.649,3.292,1.217,1.001,0.045,0,5.987,3.575,1.236,1.001,0.088,0,7.499,5.355,1.296,1,0.01,-203.7,-77.89,0,NAN,-273.2
10/3/17 8:00,35304,276,800,0.037,0.001,1.668,3.293,1.217,1,0.044,0.001,5.968,3.573,1.236,1.001,0.088,0,7.495,5.355,1.296,1,0.01,-205.5,-75.46,0,NAN,-273.2
10/3/17 8:15,35305,276,815,0.037,0.001,1.686,3.293,1.217,1,0.044,0.001,5.934,3.573,1.236,1.001,0.088,0.001,7.481,5.353,1.296,1.001,0.011,-205.4,-75.94,0,NAN,-273.2
10/3/17 8:30,35306,276,830,0.037,0.001,1.691,3.293,1.217,1,0.045,0.001,5.916,3.573,1.236,1.001,0.088,0.001,7.474,5.355,1.296,1,0.011,-203.8,-77.92,0,NAN,-273.2
10/3/17 8:45,35307,276,845,0.037,0.001,1.716,3.294,1.217,1,0.045,0,5.899,3.576,1.236,1,0.088,0.001,7.487,5.354,1.296,1,0.011,-204.9,-76.42,0,NAN,-273.2
10/3/17 9:00,35308,276,900,0.037,0,1.779,3.295,1.217,1,0.044,0.001,5.857,3.573,1.236,1.001,0.088,0,7.485,5.355,1.296,1,0.011,-204.5,-77.12,0,NAN,-273.2
10/3/17 9:15,35309,276,915,0.037,0,1.827,3.294,1.217,1,0.044,0.001,5.851,3.571,1.236,1.001,0.088,0,7.485,5.355,1.296,1,0.011,-202,-80.4,0,NAN,-273.2
10/3/17 9:30,35310,276,930,0.037,0.001,1.863,3.293,1.217,1.001,0.045,0.001,5.773,3.571,1.236,1.001,0.088,0,7.483,5.355,1.296,1,0.011,-202.4,-79.64,0,NAN,-273.2
10/3/17 9:45,35311,276,945,0.037,0.001,1.959,3.293,1.217,1.001,0.045,0,5.815,3.576,1.236,1,0.088,0,7.458,5.355,1.296,1,0.011,-202.3,-80,0,NAN,-273.2
10/3/17 10:00,35312,276,1000,0.037,0,2,3.295,1.217,1,0.044,0,5.774,3.574,1.236,1.001,0.088,0.001,7.456,5.354,1.296,1,0.011,-203.1,-78.71,0,NAN,-273.2
10/3/17 10:15,35313,276,1015,0.037,0.001,2.082,3.293,1.217,1,0.044,0.001,5.755,3.572,1.236,1.001,0.088,0.001,7.501,5.354,1.296,1,0.012,-201.5,-81.1,0,NAN,-273.2
10/3/17 10:30,35314,276,1030,0.037,0.001,2.153,3.293,1.217,1,0.045,0.001,5.766,3.573,1.236,1.001,0.088,0.001,7.451,5.354,1.296,1,0.012,-200,-82.7,0,NAN,-273.2
10/3/17 10:45,35315,276,1045,0.037,0.001,2.312,3.294,1.217,1,0.045,0,5.756,3.576,1.236,1,0.088,0,7.478,5.355,1.296,1,0.012,-202.2,-79.71,0,NAN,-273.2
10/3/17 11:00,35316,276,1100,0.037,0.001,2.385,3.293,1.217,1,0.045,0,5.696,3.575,1.236,1,0.088,0,7.472,5.355,1.296,1,0.012,-204.5,-76.77,0,NAN,-273.2
10/3/17 11:15,35317,276,1115,0.037,0.001,2.6,3.293,1.217,1,0.045,0.001,5.681,3.572,1.236,1.001,0.088,0,7.464,5.355,1.296,1,0.012,-202.4,-80.1,0,NAN,-273.2
10/3/17 11:30,35318,276,1130,0.037,0.001,2.792,3.293,1.217,1,0.045,0,5.665,3.574,1.236,1.001,0.088,0.001,7.469,5.355,1.296,1,0.013,-203.7,-77.56,0,NAN,-273.2
10/3/17 11:45,35319,276,1145,0.037,0.001,2.977,3.294,1.217,1,0.044,0.001,5.636,3.569,1.236,1.001,0.088,0.001,7.456,5.354,1.296,1,0.013,-203.3,-78.58,0,NAN,-273.2
10/3/17 12:00,35320,276,1200,0.037,0.001,3.201,3.292,1.217,1.001,0.045,0,5.654,3.581,1.236,0.999,0.088,0,7.463,5.356,1.296,1,0.013,-204.8,-76.34,0,NAN,-273.2
10/3/17 12:15,35321,276,1215,0.037,0,3.52,3.295,1.217,1,0.044,0,5.599,3.574,1.236,1.001,0.088,0.001,7.452,5.354,1.296,1.001,0.013,-205.2,-75.84,0,NAN,-273.2
10/3/17 12:30,35322,276,1230,0.037,0,3.795,3.295,1.217,1,0.044,0.002,5.581,3.564,1.236,1.002,0.088,0,7.455,5.355,1.296,1,0.013,-204.2,-77.15,0,NAN,-273.2
10/3/17 12:45,35323,276,1245,0.037,0,4.047,3.295,1.217,1,0.044,0.001,5.554,3.572,1.236,1.001,0.088,0,7.449,5.356,1.296,1,0.013,-205.8,-75.05,0,NAN,-273.2
10/3/17 13:00,35324,276,1300,0.037,0.001,4.278,3.291,1.217,1.001,0.044,0.002,5.528,3.565,1.236,1.002,0.088,0.001,7.479,5.354,1.296,1,0.013,-205.5,-75.73,0,NAN,-273.2
10/3/17 13:15,35325,276,1315,0.037,0.001,4.501,3.295,1.217,1.001,0.044,0.001,5.525,3.568,1.236,1.002,0.088,0,7.476,5.356,1.296,1,0.012,-204.2,-77.06,0,NAN,-273.2
10/3/17 13:30,35326,276,1330,0.038,0.001,4.697,3.316,1.218,1.001,0.044,0.001,5.524,3.567,1.236,1.002,0.088,0.001,7.435,5.355,1.296,1,0.012,-205.1,-76.13,0,NAN,-273.2
10/3/17 13:45,35327,276,1345,0.038,0,4.855,3.318,1.218,1,0.045,0,5.508,3.577,1.236,1,0.088,0.001,7.444,5.355,1.296,1.001,0.012,-203,-78.73,0,NAN,-273.2
